genotype,site_code,latitude,longitude,study,trait,measured?
90,Symstad2,43.87,-103.46,walker,time_to_emergence_d,yes
90,Symstad2,43.87,-103.46,walker,plant_ht_21d_cm,yes
90,Symstad2,43.87,-103.46,walker,plant_ht_35d_cm,yes
91,Symstad3,43.62,-103.47,cg_2022,seed_count,yes
91,Symstad3,43.62,-103.47,gamba,seed_m,yes
91,Symstad3,43.62,-103.47,gamba,seed_n,yes
91,Symstad3,43.62,-103.47,gamba,seed1m,yes
91,Symstad3,43.62,-103.47,gamba,seedling_height_cm,yes
91,Symstad3,43.62,-103.47,gamba,adult_height_cm,yes
91,Symstad3,43.62,-103.47,gamba,spring_growth_cm,yes
91,Symstad3,43.62,-103.47,gamba,tillers_n,yes
91,Symstad3,43.62,-103.47,gamba,leaves_n,yes
91,Symstad3,43.62,-103.47,walker,seed_wt_g,yes
91,Symstad3,43.62,-103.47,walker,seed_proj_area_cm2,yes
91,Symstad3,43.62,-103.47,walker,time_to_emergence_d,yes
91,Symstad3,43.62,-103.47,walker,plant_ht_21d_cm,yes
91,Symstad3,43.62,-103.47,walker,plant_ht_35d_cm,yes
91,Symstad3,43.62,-103.47,walker,leaf_no_21d,yes
91,Symstad3,43.62,-103.47,walker,leaf_no_35d,yes
91,Symstad3,43.62,-103.47,walker,tiller_no_35d,yes
91,Symstad3,43.62,-103.47,walker,shoot_dry_wt_g,yes
91,Symstad3,43.62,-103.47,walker,shoot_leaf_area_cm2,yes
91,Symstad3,43.62,-103.47,walker,root_dry_wt_g,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm,yes
91,Symstad3,43.62,-103.47,walker,root_proj_area_cm2,yes
91,Symstad3,43.62,-103.47,walker,root_surf_area_cm2,yes
91,Symstad3,43.62,-103.47,walker,root_avg_diam_mm,yes
91,Symstad3,43.62,-103.47,walker,root_vol_cm3,yes
91,Symstad3,43.62,-103.47,walker,root_no_tips,yes
91,Symstad3,43.62,-103.47,walker,root_no_forks,yes
91,Symstad3,43.62,-103.47,walker,root_no_crossings,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
91,Symstad3,43.62,-103.47,davidson,phen_score,no
91,Symstad3,43.62,-103.47,davidson,freezing_point,no
91,Symstad3,43.62,-103.47,davidson,min_temp_reached,no
91,Symstad3,43.62,-103.47,davidson,d_fv_fm,no
91,Symstad3,43.62,-103.47,davidson,sla_m2_kg,no
91,Symstad3,43.62,-103.47,gamba,days_to_flower,yes
91,Symstad3,43.62,-103.47,gamba,inflor_height_cm,yes
91,Symstad3,43.62,-103.47,gamba,inflor_number,yes
91,Symstad3,43.62,-103.47,gamba,veg_biomass_mg,yes
91,Symstad3,43.62,-103.47,gamba,rep_biomass_mg,yes
91,Symstad3,43.62,-103.47,gamba,total_dry_biomass_mg,yes
91,Symstad3,43.62,-103.47,cg_2022,veg_mass,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
91,Symstad3,43.62,-103.47,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
91,Symstad3,43.62,-103.47,cg_2022,first_flower,yes
91,Symstad3,43.62,-103.47,cg_2022,inflor_mass,yes
92,Symstad4,43.71,-102.58,davidson,min_temp_reached,no
92,Symstad4,43.71,-102.58,davidson,d_fv_fm,no
92,Symstad4,43.71,-102.58,davidson,freezing_point,no
92,Symstad4,43.71,-102.58,gamba,adult_height_cm,yes
92,Symstad4,43.71,-102.58,gamba,spring_growth_cm,yes
92,Symstad4,43.71,-102.58,davidson,sla_m2_kg,no
92,Symstad4,43.71,-102.58,gamba,days_to_flower,yes
92,Symstad4,43.71,-102.58,gamba,inflor_height_cm,yes
92,Symstad4,43.71,-102.58,gamba,inflor_number,yes
92,Symstad4,43.71,-102.58,gamba,veg_biomass_mg,yes
92,Symstad4,43.71,-102.58,gamba,rep_biomass_mg,yes
92,Symstad4,43.71,-102.58,gamba,total_dry_biomass_mg,yes
92,Symstad4,43.71,-102.58,gamba,seed_m,yes
92,Symstad4,43.71,-102.58,gamba,seed_n,yes
92,Symstad4,43.71,-102.58,gamba,seed1m,yes
92,Symstad4,43.71,-102.58,gamba,seedling_height_cm,yes
92,Symstad4,43.71,-102.58,walker,shoot_leaf_area_cm2,yes
92,Symstad4,43.71,-102.58,walker,root_dry_wt_g,yes
92,Symstad4,43.71,-102.58,gamba,tillers_n,yes
92,Symstad4,43.71,-102.58,gamba,leaves_n,yes
92,Symstad4,43.71,-102.58,walker,seed_wt_g,yes
92,Symstad4,43.71,-102.58,walker,seed_proj_area_cm2,yes
92,Symstad4,43.71,-102.58,walker,time_to_emergence_d,yes
92,Symstad4,43.71,-102.58,walker,plant_ht_21d_cm,yes
92,Symstad4,43.71,-102.58,walker,plant_ht_35d_cm,yes
92,Symstad4,43.71,-102.58,walker,leaf_no_21d,yes
92,Symstad4,43.71,-102.58,walker,leaf_no_35d,yes
92,Symstad4,43.71,-102.58,walker,tiller_no_35d,yes
92,Symstad4,43.71,-102.58,walker,shoot_dry_wt_g,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
92,Symstad4,43.71,-102.58,cg_2022,first_flower,yes
92,Symstad4,43.71,-102.58,cg_2022,inflor_mass,yes
92,Symstad4,43.71,-102.58,cg_2022,veg_mass,yes
92,Symstad4,43.71,-102.58,cg_2022,seed_count,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
92,Symstad4,43.71,-102.58,davidson,phen_score,no
92,Symstad4,43.71,-102.58,walker,root_avg_diam_mm,yes
92,Symstad4,43.71,-102.58,walker,root_length_cm,yes
92,Symstad4,43.71,-102.58,walker,root_proj_area_cm2,yes
92,Symstad4,43.71,-102.58,walker,root_surf_area_cm2,yes
92,Symstad4,43.71,-102.58,walker,root_no_crossings,yes
92,Symstad4,43.71,-102.58,walker,root_vol_cm3,yes
92,Symstad4,43.71,-102.58,walker,root_no_tips,yes
92,Symstad4,43.71,-102.58,walker,root_no_forks,yes
93,Urza2,40.84,-119.56,davidson,sla_m2_kg,yes
93,Urza2,40.84,-119.56,davidson,phen_score,yes
93,Urza2,40.84,-119.56,davidson,freezing_point,yes
93,Urza2,40.84,-119.56,davidson,min_temp_reached,yes
93,Urza2,40.84,-119.56,davidson,d_fv_fm,no
93,Urza2,40.84,-119.56,gamba,tillers_n,yes
93,Urza2,40.84,-119.56,gamba,days_to_flower,yes
93,Urza2,40.84,-119.56,gamba,inflor_height_cm,yes
93,Urza2,40.84,-119.56,gamba,inflor_number,yes
93,Urza2,40.84,-119.56,gamba,veg_biomass_mg,yes
93,Urza2,40.84,-119.56,gamba,rep_biomass_mg,yes
93,Urza2,40.84,-119.56,gamba,total_dry_biomass_mg,yes
93,Urza2,40.84,-119.56,gamba,seed_m,yes
93,Urza2,40.84,-119.56,gamba,seed_n,yes
93,Urza2,40.84,-119.56,gamba,seed1m,yes
93,Urza2,40.84,-119.56,gamba,seedling_height_cm,yes
93,Urza2,40.84,-119.56,gamba,adult_height_cm,yes
93,Urza2,40.84,-119.56,gamba,spring_growth_cm,yes
93,Urza2,40.84,-119.56,walker,root_dry_wt_g,yes
93,Urza2,40.84,-119.56,walker,root_length_cm,yes
93,Urza2,40.84,-119.56,walker,root_proj_area_cm2,yes
93,Urza2,40.84,-119.56,walker,root_surf_area_cm2,yes
93,Urza2,40.84,-119.56,walker,root_avg_diam_mm,yes
93,Urza2,40.84,-119.56,walker,root_vol_cm3,yes
93,Urza2,40.84,-119.56,walker,root_no_tips,yes
93,Urza2,40.84,-119.56,walker,root_no_forks,yes
93,Urza2,40.84,-119.56,walker,root_no_crossings,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
93,Urza2,40.84,-119.56,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
93,Urza2,40.84,-119.56,cg_2022,first_flower,yes
93,Urza2,40.84,-119.56,cg_2022,inflor_mass,yes
93,Urza2,40.84,-119.56,cg_2022,veg_mass,yes
93,Urza2,40.84,-119.56,cg_2022,seed_count,yes
93,Urza2,40.84,-119.56,walker,leaf_no_35d,yes
93,Urza2,40.84,-119.56,walker,tiller_no_35d,yes
93,Urza2,40.84,-119.56,walker,shoot_dry_wt_g,yes
93,Urza2,40.84,-119.56,walker,shoot_leaf_area_cm2,yes
93,Urza2,40.84,-119.56,walker,seed_proj_area_cm2,yes
93,Urza2,40.84,-119.56,walker,time_to_emergence_d,yes
93,Urza2,40.84,-119.56,gamba,leaves_n,yes
93,Urza2,40.84,-119.56,walker,seed_wt_g,yes
93,Urza2,40.84,-119.56,walker,leaf_no_21d,yes
93,Urza2,40.84,-119.56,walker,plant_ht_21d_cm,yes
93,Urza2,40.84,-119.56,walker,plant_ht_35d_cm,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
95,Wilcox02,41.31,-105.66,gamba,leaves_n,yes
95,Wilcox02,41.31,-105.66,walker,seed_wt_g,yes
95,Wilcox02,41.31,-105.66,walker,seed_proj_area_cm2,yes
95,Wilcox02,41.31,-105.66,walker,time_to_emergence_d,yes
95,Wilcox02,41.31,-105.66,walker,plant_ht_21d_cm,yes
95,Wilcox02,41.31,-105.66,walker,plant_ht_35d_cm,yes
95,Wilcox02,41.31,-105.66,walker,leaf_no_21d,yes
95,Wilcox02,41.31,-105.66,walker,leaf_no_35d,yes
95,Wilcox02,41.31,-105.66,walker,tiller_no_35d,yes
95,Wilcox02,41.31,-105.66,walker,shoot_dry_wt_g,yes
95,Wilcox02,41.31,-105.66,walker,shoot_leaf_area_cm2,yes
95,Wilcox02,41.31,-105.66,walker,root_dry_wt_g,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm,yes
95,Wilcox02,41.31,-105.66,walker,root_proj_area_cm2,yes
95,Wilcox02,41.31,-105.66,walker,root_surf_area_cm2,yes
95,Wilcox02,41.31,-105.66,walker,root_avg_diam_mm,yes
95,Wilcox02,41.31,-105.66,walker,root_vol_cm3,yes
95,Wilcox02,41.31,-105.66,walker,root_no_tips,yes
95,Wilcox02,41.31,-105.66,walker,root_no_forks,yes
95,Wilcox02,41.31,-105.66,walker,root_no_crossings,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
95,Wilcox02,41.31,-105.66,davidson,phen_score,yes
95,Wilcox02,41.31,-105.66,davidson,freezing_point,yes
95,Wilcox02,41.31,-105.66,davidson,min_temp_reached,yes
95,Wilcox02,41.31,-105.66,davidson,d_fv_fm,yes
95,Wilcox02,41.31,-105.66,davidson,sla_m2_kg,yes
95,Wilcox02,41.31,-105.66,gamba,days_to_flower,yes
95,Wilcox02,41.31,-105.66,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
95,Wilcox02,41.31,-105.66,cg_2022,first_flower,yes
95,Wilcox02,41.31,-105.66,cg_2022,inflor_mass,yes
95,Wilcox02,41.31,-105.66,cg_2022,veg_mass,yes
95,Wilcox02,41.31,-105.66,cg_2022,seed_count,yes
95,Wilcox02,41.31,-105.66,gamba,seed_m,yes
95,Wilcox02,41.31,-105.66,gamba,seed_n,yes
95,Wilcox02,41.31,-105.66,gamba,seed1m,yes
95,Wilcox02,41.31,-105.66,gamba,seedling_height_cm,yes
95,Wilcox02,41.31,-105.66,gamba,adult_height_cm,yes
95,Wilcox02,41.31,-105.66,gamba,spring_growth_cm,yes
95,Wilcox02,41.31,-105.66,gamba,tillers_n,yes
95,Wilcox02,41.31,-105.66,gamba,veg_biomass_mg,yes
95,Wilcox02,41.31,-105.66,gamba,rep_biomass_mg,yes
95,Wilcox02,41.31,-105.66,gamba,inflor_height_cm,yes
95,Wilcox02,41.31,-105.66,gamba,inflor_number,yes
95,Wilcox02,41.31,-105.66,gamba,total_dry_biomass_mg,yes
96,Chynoweth02,40.29092,-109.68361,gamba,inflor_number,yes
96,Chynoweth02,40.29092,-109.68361,gamba,veg_biomass_mg,yes
96,Chynoweth02,40.29092,-109.68361,gamba,seedling_height_cm,yes
96,Chynoweth02,40.29092,-109.68361,gamba,adult_height_cm,yes
96,Chynoweth02,40.29092,-109.68361,gamba,spring_growth_cm,yes
96,Chynoweth02,40.29092,-109.68361,gamba,tillers_n,yes
96,Chynoweth02,40.29092,-109.68361,gamba,leaves_n,yes
96,Chynoweth02,40.29092,-109.68361,walker,seed_wt_g,yes
96,Chynoweth02,40.29092,-109.68361,walker,seed_proj_area_cm2,yes
96,Chynoweth02,40.29092,-109.68361,walker,time_to_emergence_d,yes
96,Chynoweth02,40.29092,-109.68361,gamba,rep_biomass_mg,yes
96,Chynoweth02,40.29092,-109.68361,gamba,total_dry_biomass_mg,yes
96,Chynoweth02,40.29092,-109.68361,gamba,seed_m,yes
96,Chynoweth02,40.29092,-109.68361,gamba,seed_n,yes
96,Chynoweth02,40.29092,-109.68361,gamba,seed1m,yes
96,Chynoweth02,40.29092,-109.68361,walker,shoot_dry_wt_g,yes
96,Chynoweth02,40.29092,-109.68361,walker,shoot_leaf_area_cm2,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_dry_wt_g,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_proj_area_cm2,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_surf_area_cm2,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_avg_diam_mm,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_vol_cm3,yes
96,Chynoweth02,40.29092,-109.68361,walker,plant_ht_21d_cm,yes
96,Chynoweth02,40.29092,-109.68361,walker,plant_ht_35d_cm,yes
96,Chynoweth02,40.29092,-109.68361,walker,leaf_no_21d,yes
96,Chynoweth02,40.29092,-109.68361,walker,leaf_no_35d,yes
96,Chynoweth02,40.29092,-109.68361,walker,tiller_no_35d,yes
96,Chynoweth02,40.29092,-109.68361,davidson,phen_score,no
96,Chynoweth02,40.29092,-109.68361,davidson,freezing_point,no
96,Chynoweth02,40.29092,-109.68361,davidson,min_temp_reached,no
96,Chynoweth02,40.29092,-109.68361,davidson,d_fv_fm,no
96,Chynoweth02,40.29092,-109.68361,davidson,sla_m2_kg,no
96,Chynoweth02,40.29092,-109.68361,gamba,days_to_flower,yes
96,Chynoweth02,40.29092,-109.68361,gamba,inflor_height_cm,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
96,Chynoweth02,40.29092,-109.68361,cg_2022,first_flower,yes
96,Chynoweth02,40.29092,-109.68361,cg_2022,inflor_mass,yes
96,Chynoweth02,40.29092,-109.68361,cg_2022,veg_mass,yes
96,Chynoweth02,40.29092,-109.68361,cg_2022,seed_count,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_no_crossings,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_no_tips,yes
96,Chynoweth02,40.29092,-109.68361,walker,root_no_forks,yes
97,Chynoweth03,39.83576,-109.61202,cg_2022,veg_mass,yes
97,Chynoweth03,39.83576,-109.61202,cg_2022,inflor_mass,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
97,Chynoweth03,39.83576,-109.61202,cg_2022,first_flower,yes
97,Chynoweth03,39.83576,-109.61202,walker,time_to_emergence_d,yes
97,Chynoweth03,39.83576,-109.61202,walker,plant_ht_21d_cm,yes
97,Chynoweth03,39.83576,-109.61202,cg_2022,seed_count,yes
97,Chynoweth03,39.83576,-109.61202,gamba,seed_m,yes
97,Chynoweth03,39.83576,-109.61202,gamba,seed_n,yes
97,Chynoweth03,39.83576,-109.61202,gamba,seed1m,yes
97,Chynoweth03,39.83576,-109.61202,gamba,seedling_height_cm,yes
97,Chynoweth03,39.83576,-109.61202,gamba,adult_height_cm,yes
97,Chynoweth03,39.83576,-109.61202,gamba,spring_growth_cm,yes
97,Chynoweth03,39.83576,-109.61202,gamba,tillers_n,yes
97,Chynoweth03,39.83576,-109.61202,gamba,leaves_n,yes
97,Chynoweth03,39.83576,-109.61202,walker,seed_wt_g,yes
97,Chynoweth03,39.83576,-109.61202,walker,seed_proj_area_cm2,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_no_tips,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_no_forks,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_no_crossings,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
97,Chynoweth03,39.83576,-109.61202,davidson,phen_score,yes
97,Chynoweth03,39.83576,-109.61202,davidson,freezing_point,yes
97,Chynoweth03,39.83576,-109.61202,davidson,min_temp_reached,yes
97,Chynoweth03,39.83576,-109.61202,davidson,d_fv_fm,yes
97,Chynoweth03,39.83576,-109.61202,davidson,sla_m2_kg,yes
97,Chynoweth03,39.83576,-109.61202,gamba,days_to_flower,yes
97,Chynoweth03,39.83576,-109.61202,gamba,inflor_height_cm,yes
97,Chynoweth03,39.83576,-109.61202,gamba,inflor_number,yes
97,Chynoweth03,39.83576,-109.61202,gamba,veg_biomass_mg,yes
97,Chynoweth03,39.83576,-109.61202,gamba,rep_biomass_mg,yes
97,Chynoweth03,39.83576,-109.61202,gamba,total_dry_biomass_mg,yes
97,Chynoweth03,39.83576,-109.61202,walker,leaf_no_21d,yes
97,Chynoweth03,39.83576,-109.61202,walker,leaf_no_35d,yes
97,Chynoweth03,39.83576,-109.61202,walker,tiller_no_35d,yes
97,Chynoweth03,39.83576,-109.61202,walker,shoot_dry_wt_g,yes
97,Chynoweth03,39.83576,-109.61202,walker,shoot_leaf_area_cm2,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_dry_wt_g,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_length_cm,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_proj_area_cm2,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_surf_area_cm2,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_avg_diam_mm,yes
97,Chynoweth03,39.83576,-109.61202,walker,root_vol_cm3,yes
97,Chynoweth03,39.83576,-109.61202,walker,plant_ht_35d_cm,yes
98,Chynoweth05,40.480805,-109.438229,gamba,seed_m,yes
98,Chynoweth05,40.480805,-109.438229,davidson,phen_score,yes
98,Chynoweth05,40.480805,-109.438229,davidson,freezing_point,yes
98,Chynoweth05,40.480805,-109.438229,davidson,min_temp_reached,yes
98,Chynoweth05,40.480805,-109.438229,davidson,d_fv_fm,yes
98,Chynoweth05,40.480805,-109.438229,davidson,sla_m2_kg,yes
98,Chynoweth05,40.480805,-109.438229,gamba,days_to_flower,yes
98,Chynoweth05,40.480805,-109.438229,gamba,inflor_height_cm,yes
98,Chynoweth05,40.480805,-109.438229,gamba,inflor_number,yes
98,Chynoweth05,40.480805,-109.438229,gamba,veg_biomass_mg,yes
98,Chynoweth05,40.480805,-109.438229,gamba,rep_biomass_mg,yes
98,Chynoweth05,40.480805,-109.438229,gamba,total_dry_biomass_mg,yes
98,Chynoweth05,40.480805,-109.438229,walker,leaf_no_21d,yes
98,Chynoweth05,40.480805,-109.438229,walker,leaf_no_35d,yes
98,Chynoweth05,40.480805,-109.438229,walker,tiller_no_35d,yes
98,Chynoweth05,40.480805,-109.438229,walker,shoot_dry_wt_g,yes
98,Chynoweth05,40.480805,-109.438229,walker,shoot_leaf_area_cm2,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_dry_wt_g,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_proj_area_cm2,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_surf_area_cm2,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_avg_diam_mm,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_vol_cm3,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_no_tips,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_no_forks,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_no_crossings,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_0_l_0_5,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_0_5_l_1_0,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_1_0_l_1_5,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_1_5_l_2_0,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_2_0_l_2_5,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_2_5_l_3_0,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_3_0_l_3_5,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_3_5_l_4_0,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_4_0_l_4_5,yes
98,Chynoweth05,40.480805,-109.438229,walker,root_length_cm_by_diam_class_mm_l_4_5,yes
98,Chynoweth05,40.480805,-109.438229,cg_2022,first_flower,yes
98,Chynoweth05,40.480805,-109.438229,cg_2022,inflor_mass,yes
98,Chynoweth05,40.480805,-109.438229,cg_2022,veg_mass,yes
98,Chynoweth05,40.480805,-109.438229,cg_2022,seed_count,yes
98,Chynoweth05,40.480805,-109.438229,gamba,seed_n,yes
98,Chynoweth05,40.480805,-109.438229,gamba,seed1m,yes
98,Chynoweth05,40.480805,-109.438229,gamba,seedling_height_cm,yes
98,Chynoweth05,40.480805,-109.438229,gamba,adult_height_cm,yes
98,Chynoweth05,40.480805,-109.438229,gamba,spring_growth_cm,yes
98,Chynoweth05,40.480805,-109.438229,gamba,tillers_n,yes
98,Chynoweth05,40.480805,-109.438229,gamba,leaves_n,yes
98,Chynoweth05,40.480805,-109.438229,walker,seed_wt_g,yes
98,Chynoweth05,40.480805,-109.438229,walker,seed_proj_area_cm2,yes
98,Chynoweth05,40.480805,-109.438229,walker,time_to_emergence_d,yes
98,Chynoweth05,40.480805,-109.438229,walker,plant_ht_21d_cm,yes
98,Chynoweth05,40.480805,-109.438229,walker,plant_ht_35d_cm,yes
99,Chynoweth07,40.533605,-109.523564,cg_2022,seed_count,yes
99,Chynoweth07,40.533605,-109.523564,gamba,seed_m,yes
99,Chynoweth07,40.533605,-109.523564,gamba,seed_n,yes
99,Chynoweth07,40.533605,-109.523564,gamba,seed1m,yes
99,Chynoweth07,40.533605,-109.523564,gamba,seedling_height_cm,yes
99,Chynoweth07,40.533605,-109.523564,gamba,adult_height_cm,yes
99,Chynoweth07,40.533605,-109.523564,gamba,spring_growth_cm,yes
99,Chynoweth07,40.533605,-109.523564,gamba,tillers_n,yes
99,Chynoweth07,40.533605,-109.523564,gamba,leaves_n,yes
99,Chynoweth07,40.533605,-109.523564,walker,seed_wt_g,no
