Site,Date,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,tillers,biomass_whole,seed_count_whole,seed_mass_whole,inflor_mass,biomass_sub,seed_count_sub,seed_mass_sub,drop_seed,notes,
SheepStation,7/11/2022,2,high,white,9,9,33,Re,Chambers05,41.54,-117.75,Y,FP,17.4,174,1,0.07,33,0.09,,,,,Y,,
SheepStation,,2,high,white,9,10,71,Re,Porensky30,40.63,-105.27,N,V2,NA,NA,,,,,,,,,,,
SheepStation,,2,high,white,10,1,72,Re,Pyke3,44.60456358,-120.1924183,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,2,high,white,10,2,51,Re,Holdrege1,41.61,-111.57,Y,,,0,,,,,,,,,,,
SheepStation,7/11/2022,2,high,white,10,3,104,Re,Germino_BOP_01,43.4720833,-116.2338306,Y,FP,18,180,2,0.08,54,0.11,,,,,,BROKEN TILLER,
SheepStation,7/11/2022,2,high,white,10,4,29,Re,Chambers01,39.55,-119.58,Y,FG_FP,17.1,171,6,0.25,,,0.37,0.006,16,0.04,N,,
SheepStation,7/11/2022,2,high,white,10,5,81,Re,Pyle017,44.36,-118.93,Y,FG,25.7,257,2,0.27,136,0.22,,,,,N,,
SheepStation,7/11/2022,2,high,white,10,6,53,Re,Hufft2,39.547444,-105.102111,Y,FG_FP,20.2,202,4,0.29,,,0.41,0.004,15,0.04,N,,
SheepStation,7/11/2022,2,high,white,10,7,103,Re,Davies03,42.68,-118.68,Y,FP,18.6,186,3,0.2,49,0.12,,,,,Y,,
SheepStation,7/11/2022,2,high,white,10,8,101,Re,Shriver01,34.06,-116.22,Y,FP,13.3,133,3,0.23,68,0.25,,,,,N,,
SheepStation,7/11/2022,2,high,white,10,9,82,Re,Pyle019,44.57,-119.65,Y,FP,16,160,3,0.22,125,0.26,,,,,N,,
SheepStation,7/11/2022,2,high,white,10,10,105,Lo,Blumenthal10,40.92,-102.52,Y,FG_FP,18.5,185,2,0.16,85,0.19,,,,,,,
SheepStation,7/7/2022,3,low,black,1,1,49,Re,Getts3,40.43,-120.67,Y,FP,17.7,177,4,0.22,,,0.69,0.02,17,0.04,N,,
SheepStation,7/7/2022,3,low,black,1,2,43,Re,Downs02,46.25045,-119.53334,Y,FG_FP,30,300,6,0.75,,,1.414,0.05,27,0.08,N,,
SheepStation,7/7/2022,3,low,black,1,3,59,Re,Lavin01,44.68,-109.07,Y,FG/FP,34,340,7,1.33,,,2.22,0.06,94,0.22,N,,
SheepStation,7/7/2022,3,low,black,1,4,95,Lo,Wilcox02,41.31,-105.66,Y,FG/FP,26.2,262,3,0.39,174,0.32,,,,,N,,
SheepStation,7/7/2022,3,low,black,1,5,86,Lo,Schupp03,38.6,-113.79,Y,FG_FP,34.8,348,11,1.35,,,2.5,0.05,83,0.22,N,,
SheepStation,,3,low,black,2,1,97,Lo,Chynoweth03,39.83576,-109.61202,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,2,2,46,Re,Fleishman_05,39.12,-117.27,Y,FG_FP,37,370,11,2.11,,,3.23,0.07,64,0.15,N,BROKEN TILLER,
SheepStation,7/7/2022,3,low,black,2,3,91,Re,Symstad3,43.62,-103.47,Y,FG/FP,36,360,9,1.81,,,3.19,0.09,177,0.42,N,,
SheepStation,7/7/2022,3,low,black,2,4,103,Re,Davies03,42.68,-118.68,Y,FG_FP,26.3,263,18,3.52,,,4.93,0.11,145,0.38,N,,
SheepStation,7/7/2022,3,low,black,2,5,36,Re,Chambers08,42.24,-114.57,Y,FG_FP,39.5,395,16,2.94,,,5.2,0.01,161,0.44,N,,
SheepStation,7/7/2022,3,low,black,3,1,19,Re,Barnett01,43.48,-110.74,Y,FG_FP,30.4,304,12,2,,,3.55,0.09,83,0.25,N,,
SheepStation,,3,low,black,3,2,62,Re,Lee2,35.3984,-115.7845,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,3,3,24,Re,Blumenthal08,40.64,-104.56,Y,FG_FP_D,35.4,354,13,3.45,,,5.13,0.03,50,0.11,N,,
SheepStation,7/7/2022,3,low,black,3,4,11,Re,Adler09,43.31,-112.27,Y,FG_FP_D,34,340,14,3.03,,,3.68,0.02,50,0.14,N,,
SheepStation,7/7/2022,3,low,black,3,5,53,Re,Hufft2,39.547444,-105.102111,Y,FG_FP,36.9,369,18,4.16,,,6.58,0.02,50,0.12,N,,
SheepStation,7/7/2022,3,low,black,4,1,55,Re,JackieOtt2,43.71,-102.32,Y,FP_FG,27.2,272,4,0.4,,,0.93,0.02,33,0.07,N,,
SheepStation,7/7/2022,3,low,black,4,2,54,Re,JackieOtt1,43.65,-102.97,Y,FG_FP,36.4,364,15,2.73,,,4.55,0.03,50,0.1,N,,
SheepStation,,3,low,black,4,3,88,Lo,Schupp05,39.11,-112.74,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,4,4,75,Re,Pyle001,42.35,-118.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,4,5,35,Re,Chambers07,43.94,-116.19,Y,FG/FP,25.5,255,13,1.02,,,1.8891,0.08,66,0.09,N,DEAD,
SheepStation,,3,low,black,5,1,7,Re,AAFC10,49.71,-120.05,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,5,2,72,Re,Pyke3,44.60456358,-120.1924183,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,5,3,71,Re,Porensky30,40.63,-105.27,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,5,4,39,Re,Copeland05,42.27,-118.71,Y,FG_FP_D,25.1,251,20,2.14,,,2.28,0.01,50,0.1,N,,
SheepStation,7/7/2022,3,low,black,5,5,62,Re,Lee2,35.3984,-115.7845,Y,FG/FP,13.2,132,2,0.12,50,0.12,,,,,N,,
SheepStation,7/7/2022,3,low,black,6,1,18,Re,Adler18,40.86,-114.22,Y,FG_FP,21.8,218,12,0.72,,,1.59,0.06,54,0.13,N,,
SheepStation,7/7/2022,3,low,black,6,2,6,Re,AAFC09,49.62,-119.8,Y,FG,36.2,362,15,2.39,,,1.6,0.01,50,0.06,N,appears to have had mold,
SheepStation,7/13/2022,3,low,black,6,3,69,Re,Porensky17,43.34,-105.13,Y,FG_FP,31,310,15,1.87,,,1.94,0.01,50,0.07,N,,
SheepStation,,3,low,black,6,4,79,Re,Pyle015,43.8,-119,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,6,5,14,Re,Adler13,41.44,-111.08,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,3,low,black,7,1,25,Re,Symstad6,41.83,-103.71,Y,FG/FP,28,280,3,0.37,267,0.4,,,,,N,,
SheepStation,,3,low,black,7,2,2,Re,AAFC05,50.09,-120.45,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,7,3,37,Re,Chambers09,40.66,-116.73,Y,FP+FG,27.8,278,4,0.45,,,0.82,0.02,48,0.09,N,,
SheepStation,7/13/2022,3,low,black,7,4,1,Re,AAFC04,50.08,-120.65,Y,BS_FG_FP,33,330,23,4.1,,,4.88,0.01,50,0.07,N,,
SheepStation,,3,low,black,7,5,82,Re,Pyle019,44.57,-119.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,8,1,73,Re,Pyke8,46.74830998,-119.361636,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,8,2,103,Re,Davies03,42.68,-118.68,Y,FG_FP,20.2,202,18,1.21,,,1.87,0.02,50,0.1,N,,
SheepStation,,3,low,black,8,3,34,Re,Chambers06,41.54,-117.78,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,8,4,60,Re,Lavin02,45.67,-111.03,N,NA,NA,NA,,,,,,,,,,,
SheepStation,6/29/2022,3,low,black,8,5,63,Re,Lee3,36.5247,-115.8987,Y,FG_FP,19.9,199,11,0.58,,,1.62,0.05,48,0.09,N,,
SheepStation,7/7/2022,3,low,black,9,1,102,Re,Shriver02,48,-114.04,Y,FG_FP,25.5,255,9,1,,,1.52,0.02,50,0.16,N,,
SheepStation,7/7/2022,3,low,black,9,2,84,Lo,Reed03,38.75,-109.79,Y,FP/FG,23.7,237,8,0.4,,,0.8,0.02,45,0.08,N,,
SheepStation,6/27/2022,3,low,black,9,3,31,Re,Uzra1,40.35,-119.34,Y,FG/FP,20.1,201,9,0.57,,,1.61,0.05,59,0.09,N,,
SheepStation,,3,low,black,9,4,57,Re,JackieOtt6,43.84,-101.94,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,9,5,46,Re,Fleishman_05,39.12,-117.27,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,10,1,83,Re,Reed01,38.52,-109.47,Y,FG_FP,11.6,116,3,0.08,57,0.11,,,,,N,,
SheepStation,7/7/2022,3,low,black,10,2,74,Re,Pyke21,47.61803776,-119.6830115,Y,FG_FP_D,22.5,225,12,0.56,,,1.26,0.03,46,0.1,N,,
SheepStation,7/7/2022,3,low,black,10,3,58,Re,JackieOtt7,43.82,-101.94,Y,FG_FP,30,300,12,1.68,,,2.27,0.02,50,0.1,N,broken tiller,
SheepStation,7/7/2022,3,low,black,10,4,87,Re,Schupp04,38.52,-113.55,Y,FG_FP_D,24,240,13,1.34,,,2.67,0.02,50,0.1,n,,
SheepStation,,3,low,black,10,5,100,Re,Chynoweth08,40.640878,-109.48689,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,11,1,77,Re,Pyle010,43.19,-120,Y,FP/FG,19.2,192,4,0.18,,,0.45,0.006,20,0.03,N,,
SheepStation,7/7/2022,3,low,black,11,2,65,Re,Leger1,39.49,-119.84,Y,FP/FG,20.2,202,5,0.17,,,0.29,0.01,15,0.03,N,,
SheepStation,7/7/2022,3,low,black,11,3,102,Re,Shriver02,48,-114.04,Y,FG_FP,21.5,215,12,1.08,,,1.47,0.02,50,0.14,N,,
SheepStation,7/7/2022,3,low,black,11,4,30,Re,Chambers02,39.95,-118.76,Y,FG_FP_D,14.7,147,5,0.16,,,0.44,0.01,19,0.03,N,,
SheepStation,,3,low,black,11,5,42,Lo,Downs01,46.38145,-119.430272,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,12,1,45,Re,Fleishman_01,38.47,-119.49,Y,FG_FP,31.1,311,11,0.98,,,1.22,0.02,50,0.06,N,,
SheepStation,6/29/2022,3,low,black,12,2,32,Re,Chambers04,41.31,-117.63,Y,FG_FP,19.2,192,10,0.71,,,1.89,0.1,73,0.15,N,,
SheepStation,7/13/2022,3,low,black,12,3,90,Re,Symstad2,43.87,-103.46,Y,FP/FG,26,260,9,0.8,,,1.62,0.02,71,0.16,Y ,SEED DROP,
SheepStation,7/13/2022,3,low,black,12,4,81,Re,Pyle017,44.36,-118.93,Y,FG/FP,31,310,6,1.16,1.73,,,0.09,93,0.17,Y,SEED DROP,
SheepStation,,3,low,black,12,5,64,Re,Lee4,35.4564,-115.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,13,1,87,Lo,Schupp04,38.52,-113.55,N,V2,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,3,low,black,13,2,89,Re,Symstad1,44.59,-104.71,Y,FG_FP,27,270,6,0.66,,,1.34,0.05,68,0.12,N,,
SheepStation,,3,low,black,13,3,26,Re,Chynoweth01,39.76604,-109.5635,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,3,low,black,13,4,1,Re,AAFC04,50.08,-120.65,Y,FP/FG,27,270,6,0.66,,,1.45,0.06,69,0.08,N,,
SheepStation,7/7/2022,3,low,black,13,5,8,Re,Blumenthal01,41.18,-104.9,Y,FG_FP,29.8,298,13,2,,,3.04,0.03,50,0.09,N,,
SheepStation,,3,low,black,14,1,98,Lo,Chynoweth05,40.480805,-109.438229,N,NA,NA,NA,,,,,,,,,,TOOTHPICK BROKEN,
SheepStation,7/7/2022,3,low,black,14,2,96,Re,Chynoweth02,40.29092,-109.68361,Y,FG_FP,30.6,306,10,1.14,,,1.62,0.08,50,0.02,N,,
SheepStation,6/29/2022,3,low,black,14,3,33,Re,Chambers05,41.54,-117.75,Y,FG_FP,25,250,9,1.12,,,3.63,0.09,90,0.21,N,,
SheepStation,7/7/2022,3,low,black,14,4,51,Re,Holdrege1,41.61,-111.57,Y,FG_FP_D,26.3,263,9,1.23,,,1.73,0.11,50,0.03,N,,
SheepStation,6/29/2022,3,low,black,14,5,101,Re,Shriver01,34.06,-116.22,Y,FG_FP,20,200,6,0.3,,,1.03,0.05,28,0.07,N,,
SheepStation,7/7/2022,3,low,black,15,1,47,Re,Fleishman_07,39.17,-117.44,Y,FG_FP,30.2,302,18,2.59,,,4.22,0.03,50,0.13,N,,
SheepStation,6/29/2022,3,low,black,15,2,61,Re,Lee1,36.82340833,-116.0163889,Y,FG_FP,23.1,231,14,1.42,,,3.7,0.18,116,0.23,N,,
SheepStation,7/7/2022,3,low,black,15,3,92,Re,Symstad4,43.71,-102.58,Y,FG_FP,28.9,289,12,1.25,,,2.08,0.03,50,0.12,N,,
SheepStation,7/7/2022,3,low,black,15,4,28,Re,Bradford01,35.23,-111.62,Y,FG_FP,16.8,168,8,0.37,,,0.79,0.04,27,0.07,N,,
SheepStation,,3,low,black,15,5,13,Lo,Schupp01,39.85,-112.15,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,16,1,93,Lo,Uzra2,40.84,-119.56,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,3,low,black,16,2,66,Re,Maron1,46.68,-114.03,Y,FP ,23,230,1,0.1,80,0.12,,,,,N,,
SheepStation,7/7/2022,3,low,black,16,3,42,Lo,Downs01,46.38145,-119.430272,Y,FG_FP,15.5,155,6,0.16,,,0.34,0.03,0,0,N,SMUT,
SheepStation,7/1/2022,3,low,black,16,4,29,Re,Chambers01,39.55,-119.58,Y,FG_FP,16.7,167,10,0.58,,,1.7,0.07,38,0.09,N,,
SheepStation,7/13/2022,3,low,black,16,5,5,Re,AAFC08,49.57,-120.55,Y,FP_FG,25,250,3,0.41,207,,,,,,,,
SheepStation,7/7/2022,3,low,black,17,1,12,Re,Schupp02,40.2,-112.46,Y,FG_FP,35,350,8,1.06,,,1.14,0.02,50,0.09,N,,
SheepStation,,3,low,black,17,2,76,Re,Pyle009,43.42,-119.62,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,17,3,104,Re,Germino_BOP_01,43.4720833,-116.2338306,Y,FP/FG,22.8,228,7,0.45,,,1.05,0.03,69,0.15,N,,
SheepStation,7/13/2022,3,low,black,17,4,105,Re,Blumenthal10,40.92,-102.52,Y,FG_FP_BS,30,300,3,0.46,171,0.26,,,,,N,,
SheepStation,,3,low,black,17,5,104,Re,Germino_BOP_01,43.4720833,-116.2338306,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,18,1,82,Re,Pyle019,44.57,-119.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,18,2,9,Re,Adler05,40.79,-111.87,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,3,low,black,18,3,12,Re,Schupp02,40.2,-112.46,Y,FG_FP,31,310,8,1.08,,,1.77,0.03,53,0.12,N,,
SheepStation,,3,low,black,18,4,38,Lo,Copeland01,43.7,-117.33,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,18,5,44,Re,Downs03,45.9663,-120.3671,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,19,1,68,Re,Porensky1,43.24,-105.18,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,19,2,57,Re,JackieOtt6,43.84,-101.94,Y,FG_FP,30.2,302,12,1.96,,,2.85,0.01,50,0.08,N,,
SheepStation,7/7/2022,3,low,black,19,3,56,Re,JackieOtt5,43.78,-102.61,Y,FG_FP,28.8,288,9,1.25,,,2.18,0.04,50,0.07,N,,
SheepStation,,3,low,black,19,4,5,Re,AAFC08,49.57,-120.55,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,19,5,73,Re,Pyke8,46.74830998,-119.361636,Y,FP/FG,19.6,196,11,0.55,,,1.49,0.04,48,0.09,N,,
SheepStation,,3,low,black,20,1,53,Re,Hufft2,39.547444,-105.102111,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,20,2,52,Re,Hufft1,38.6701,-108.3286,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,20,3,29,Re,Chambers01,39.55,-119.58,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,3,low,black,20,4,17,Re,Adler17,41.44,-110.11,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,3,low,black,20,5,62,Re,Lee2,35.3984,-115.7845,Y,FP/FG,13.8,138,4,0.18,,,0.59,0.02,17,0.06,N,,
SheepStation,,4,low,white,1,1,35,Re,Chambers07,43.94,-116.19,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,1,2,56,Re,JackieOtt5,43.78,-102.61,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,1,3,74,Re,Pyke21,47.61803776,-119.6830115,Y,FG/FP,21,210,5,0.5,,,0.82,0.01,50,0.11,N,,
SheepStation,7/12/2022,4,low,white,1,4,44,Re,Downs03,45.9663,-120.3671,Y,FG_FP,30.5,305,19,2.66,,,4.22,0.03,50,0.11,N,,
SheepStation,7/12/2022,4,low,white,1,5,84,Lo,Reed03,38.75,-109.79,Y,FG/FP,21,210,5,0.38,,,1.39,0.04,53,0.09,N,,
SheepStation,7/12/2022,4,low,white,2,1,39,Re,Copeland05,42.27,-118.71,Y,FG/FP/BS,20,200,7,0.51,,,1.02,0.03,50,0.1,Y,,
SheepStation,,4,low,white,2,2,82,Re,Pyle019,44.57,-119.65,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,2,3,12,Re,Schupp02,40.2,-112.46,Y,FG,15,150,1,0.11,60,0.09,,,,,N,,
SheepStation,,4,low,white,2,4,38,Lo,Copeland01,43.7,-117.33,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,2,5,52,Re,Hufft1,38.6701,-108.3286,Y,FG/FP,23,230,5,0.5,,,1.55,0.02,58,0.13,N,,
SheepStation,7/12/2022,4,low,white,3,1,95,Lo,Wilcox02,41.31,-105.66,Y,FG/FP,15.5,155,3,0.12,98,0.2,,,,,Y,,
SheepStation,7/12/2022,4,low,white,3,2,9,Re,Adler05,40.79,-111.87,Y,FG ,10,100,1,0.01,31,0.03,,,,,N,,
SheepStation,7/7/2022,4,low,white,3,3,31,Re,Uzra1,40.35,-119.34,Y,FG_FP,13,130,5,0.23,,,0.67,0.02,50,0.09,N,,
SheepStation,,4,low,white,3,4,53,Re,Hufft2,39.547444,-105.102111,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,3,5,64,Re,Lee4,35.4564,-115.52,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,4,1,5,Re,AAFC08,49.57,-120.55,Y,FG/FP,19.5,195,7,0.61,,,1.3,0.05,58,0.14,N,,
SheepStation,,4,low,white,4,2,46,Re,Fleishman_05,39.12,-117.27,N,V1,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,4,3,87,Lo,Schupp04,38.52,-113.55,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,4,4,12,Re,Schupp02,40.2,-112.46,Y,FG_FP,31,310,20,3.35,,,4.56,0.02,50,0.08,N,,
SheepStation,7/12/2022,4,low,white,4,5,100,Re,Chynoweth08,40.640878,-109.48689,Y,FG/FP,33,330,7,1.18,,,2.29,0.02,50,0.12,N,,
SheepStation,,4,low,white,5,1,32,Re,Chambers04,41.31,-117.63,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,5,2,62,Re,Lee2,35.3984,-115.7845,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,5,3,87,Re,Schupp04,38.52,-113.55,Y,FG/FP,20,200,4,0.18,,,0.49,0.01,24,0.05,N,,
SheepStation,7/12/2022,4,low,white,5,4,102,Re,Shriver02,48,-114.04,Y,FG_FP,26,260,11,1.37,,,2.13,0.07,68,0.18,Y,,
SheepStation,,4,low,white,5,5,97,Re,Chynoweth03,39.83576,-109.61202,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,6,1,105,Re,Blumenthal10,40.92,-102.52,Y,FG_FP,19,190,3,0.22,80,0.18,,,,,N,,
SheepStation,,4,low,white,6,2,13,Re,Schupp01,39.85,-112.15,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,6,3,91,Re,Symstad3,43.62,-103.47,Y,FG/FP,30.5,305,8,0.75,,,1.31,0.03,50,0.09,N,,
SheepStation,7/12/2022,4,low,white,6,4,103,Re,Davies03,42.68,-118.68,Y,FG_FP,23.5,235,6,0.61,,,1.21,0.02,36,0.09,N,,
SheepStation,,4,low,white,6,5,55,Re,JackieOtt2,43.71,-102.32,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,7,1,33,Re,Chambers05,41.54,-117.75,Y,FP,25,250,5,0.5,,,0.55,0.01,16,0.01,Y,,
SheepStation,7/13/2022,4,low,white,7,2,2,Re,AAFC05,50.09,-120.45,Y,FG,26,260,4,0.55,,,0.57,0.03,50,0.06,N,,
SheepStation,7/12/2022,4,low,white,7,3,58,Re,JackieOtt7,43.82,-101.94,Y,FG_FP,28.5,285,7,0.76,,,1.66,0.05,70,0.13,N,,
SheepStation,7/12/2022,4,low,white,7,4,42,Lo,Downs01,46.38145,-119.430272,Y,FG/FP,22,220,12,0.78,,,1.58,0.02,61,0.16,N,,
SheepStation,7/12/2022,4,low,white,7,5,8,Re,Blumenthal01,41.18,-104.9,Y,FG_FP,23,230,3,0.32,,,0.53,0.01,50,0.1,N,,
SheepStation,7/12/2022,4,low,white,8,1,24,Re,Blumenthal08,40.64,-104.56,Y,FG_FP,18,180,2,0.07,,,0.11,0.02,48,0.1,N,,
SheepStation,7/12/2022,4,low,white,8,2,68,Re,Porensky1,43.24,-105.18,Y,FG_FP,23,230,12,1.29,,,3.19,0.11,123,0.22,N,,
SheepStation,,4,low,white,8,3,65,Re,Leger1,39.49,-119.84,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,8,4,81,Re,Pyle017,44.36,-118.93,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,8,5,89,Re,Symstad1,44.59,-104.71,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,9,1,25,Re,Symstad6,41.83,-103.71,Y,FG_FP,29,290,8,0.78,,,2.01,0.05,70,0.15,Y,,
SheepStation,7/12/2022,4,low,white,9,2,59,Re,Lavin01,44.68,-109.07,Y,FG_FP,23,230,3,0.5,219,0.52,,,,,N,,
SheepStation,7/12/2022,4,low,white,9,3,102,Re,Shriver02,48,-114.04,Y,FG/FP,19,190,6,0.34,,,0.82,0.01,24,0.04,N,,
SheepStation,7/12/2022,4,low,white,9,4,57,Re,JackieOtt6,43.84,-101.94,Y,FG_FP,23.5,235,3,0.7,365,0.8,,,,,N,,
SheepStation,7/12/2022,4,low,white,9,5,30,Re,Chambers02,39.95,-118.76,Y,FP,14,140,3,0.09,73,0.14,,,,,N,,
SheepStation,,4,low,white,10,1,60,Re,Lavin02,45.67,-111.03,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,10,2,69,Re,Porensky17,43.34,-105.13,N,NA,NA,NA,,,,,,,,,,FROST HEAVE AROUND TOOTHPICK,
SheepStation,,4,low,white,10,3,79,Re,Pyle015,43.8,-119,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,10,4,62,Re,Lee2,35.3984,-115.7845,Y,FG_FP,19,190,7,0.55,,,1.52,0.05,35,0.12,N,,
SheepStation,7/12/2022,4,low,white,10,5,11,Re,Adler09,43.31,-112.27,Y,FG/FP,14,14,3,0.13,61,0.14,,,,,Y,,
SheepStation,,4,low,white,11,1,6,Re,AAFC09,49.62,-119.8,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,11,2,51,Re,Holdrege1,41.61,-111.57,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/13/2022,4,low,white,11,3,37,Re,Chambers09,40.66,-116.73,Y,FG,17,170,1,0.07,,,0.02,0.007,30,0.02,N,,
SheepStation,,4,low,white,11,4,14,Re,Adler13,41.44,-111.08,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,11,5,92,Re,Symstad4,43.71,-102.58,Y,FG/FP,30.5,305,5,0.7,,,1.42,0.02,66,0.13,N,,
SheepStation,,4,low,white,12,1,96,Re,Chynoweth02,40.29092,-109.68361,N,NA,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,12,2,66,Re,Maron1,46.68,-114.03,N,V0,NA,NA,,,,,,,,,,,
SheepStation,,4,low,white,12,3,29,Re,Chambers01,39.55,-119.58,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/7/2022,4,low,white,12,4,61,Re,Lee1,36.82340833,-116.0163889,Y,FG_FP,17,170,7,0.55,,,1.62,0.02,50,0.1,N,,
SheepStation,7/12/2022,4,low,white,12,5,47,Re,Fleishman_07,39.17,-117.44,Y,FG_FP,26,260,21,3.35,,,4.08,0.02,50,0.12,N,,
SheepStation,,4,low,white,13,1,34,Re,Chambers06,41.54,-117.78,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,13,2,73,Re,Pyke8,46.74830998,-119.361636,Y,FG/FP ,8,80,2,0.08,53,0.04,,,,,N,SMUT,
SheepStation,7/12/2022,4,low,white,13,3,73,Re,Pyke8,46.74830998,-119.361636,Y,FG/FP/BS,20,200,5,0.31,,,0.78,0.02,45,0.08,N,,
SheepStation,,4,low,white,13,4,104,Re,Germino_BOP_01,43.4720833,-116.2338306,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,13,5,18,Re,Adler18,40.86,-114.22,Y,FG_FP,32,320,11,1.65,,,2.67,0.03,50,0.12,N,,
SheepStation,,4,low,white,14,1,53,Re,Hufft2,39.547444,-105.102111,N,NA,NA,NA,,,,,,,,,,,
SheepStation,7/12/2022,4,low,white,14,2,54,Re,JackieOtt1,43.65,-102.97,Y,FG_FP,28.5,285,6,0.54,,,1.25,0.05,54,0.1,N,,
SheepStation,7/12/2022,4,low,white,14,3,45,Re,Fleishman_01,38.47,-119.49,Y,FG/FP,25,250,6,0.48,,,1.03,0.01,45,0.04,N,,
SheepStation,7/12/2022,4,low,white,14,4,36,Re,Chambers08,42.24,-114.57,Y,FG_FP,27,270,2,0.24,,,0.33,0.02,50,0.09,N,,
SheepStation,7/7/2022,4,low,white,14,5,63,Re,Lee3,36.5247,-115.8987,Y,FG_FP,20,200,6,0.71,,,1.87,0.03,50,0.09,N,,
SheepStation,7/12/2022,4,low,white,15,1,75,Re,Pyle001,42.35,-118.65,Y,FG_FP,31,310,6,0.87,,,1.5,0.01,50,0.09,N,,
SheepStation,7/12/2022,4,low,white,15,2,43,Re,Downs02,46.25045,-119.53334,Y,FP,24,240,6,0.55,,,0.78,0.01,18,0.03,Y,SEED DROP,
SheepStation,7/12/2022,4,low,white,15,3,1,Re,AAFC04,50.08,-120.65,Y,FG_FP,29,290,6,1.02,,,1.97,0.07,81,0.14,N,,
