Site,Date,Plot,Block,Subplot,Gravel Color,Cheatgrass.ID,X,Y,Phenology.Category,Seedling present?,Are.you.harvesting.this.plant.,Did.you.loose.any.seeds.,Frost.Heaved.,Herbivory.present.,Herbivory.Intensity,Comments.or.Notes,ParentGlobalID,EditDate
Wildcat,5/11/2023,9.4w,9,4,w,Y6_X1,1,6,>V3,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y6_X2,2,6,NA,None,no,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y6_X3,3,6,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y6_X4,4,6,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y6_X5,5,6,NA,None,no,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y6_X6,6,6,NA,None,NA,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y6_X7,7,6,NA,None,NA,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y6_X8,8,6,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y6_X9,9,6,Bootstage,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y7_X1,1,7,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y7_X2,2,7,FG,yes,no,NA,no,no,NA,Fungal infection,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y7_X3,3,7,FG,yes,no,NA,yes,no,NA,Fungal infecrion,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y7_X4,4,7,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y7_X5,5,7,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y7_X6,6,7,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y7_X7,7,7,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y7_X8,8,7,NA,None,no,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y7_X9,9,7,NA,None,NA,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y8_X1,1,8,NA,None,NA,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y8_X2,2,8,NA,None,NA,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y8_X3,3,8,FG,yes,no,NA,yes,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y8_X4,4,8,NA,None,no,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y8_X5,5,8,FG,yes,no,NA,yes,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y8_X6,6,8,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y8_X7,7,8,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y8_X8,8,8,NA,None,no,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y8_X9,9,8,NA,None,NA,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y9_X1,1,9,NA,None,NA,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y9_X2,2,9,FG,yes,no,NA,yes,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y9_X3,3,9,NA,None,no,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y9_X4,4,9,FG,yes,no,NA,yes,no,NA,Fungal infection,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y9_X5,5,9,FG,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y9_X6,6,9,NA,None,no,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y9_X7,7,9,V3,yes,no,NA,no,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y9_X8,8,9,NA,None,no,NA,NA,NA,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.4w,9,4,w,Y9_X9,9,9,FG,yes,no,NA,yes,no,NA,NA,e1b429ba-d3d7-4d92-b8b6-900808f8e189,5/11/2023 21:45
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X1,1,1,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X10,10,1,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X11,11,1,>V3,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X12,12,1,Bootstage,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X13,13,1,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X14,14,1,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X15,15,1,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X16,16,1,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X17,17,1,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X18,18,1,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X2,2,1,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X3,3,1,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X4,4,1,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X5,5,1,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X6,6,1,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X7,7,1,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X8,8,1,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y1_X9,9,1,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X1,1,2,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X10,10,2,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X11,11,2,Bootstage,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X12,12,2,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X13,13,2,Bootstage,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X14,14,2,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X15,15,2,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X16,16,2,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X17,17,2,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X18,18,2,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X2,2,2,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X3,3,2,FG,yes,no,NA,yes,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X4,4,2,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X5,5,2,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X6,6,2,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X7,7,2,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X8,8,2,NA,Unknown,NA,NA,NA,NA,NA,Missing toothpick,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y2_X9,9,2,V2,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X1,1,3,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X10,10,3,Bootstage,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X11,11,3,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X12,12,3,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X13,13,3,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X14,14,3,FG,yes,no,NA,yes,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X15,15,3,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X16,16,3,FG,yes,no,NA,no,yes,Minimal,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X17,17,3,FG,yes,no,NA,yes,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X18,18,3,FG,yes,no,NA,no,yes,Minimal,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X2,2,3,FG,yes,no,NA,no,yes,Minimal,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X3,3,3,>V3,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X4,4,3,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X5,5,3,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X6,6,3,FG,yes,no,NA,yes,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X7,7,3,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X8,8,3,FG,yes,no,NA,no,yes,Minimal,Fungal infection,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y3_X9,9,3,>V3,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X1,1,4,V1,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X10,10,4,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X11,11,4,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X12,12,4,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X13,13,4,Bootstage,yes,no,NA,no,yes,Minimal,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X14,14,4,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X15,15,4,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X16,16,4,FG,yes,no,NA,no,yes,Medium,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X17,17,4,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X18,18,4,Bootstage,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X2,2,4,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X3,3,4,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X4,4,4,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X5,5,4,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X6,6,4,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X7,7,4,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X8,8,4,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y4_X9,9,4,NA,Unknown,NA,NA,NA,NA,NA,Missing toothpick,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X1,1,5,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X10,10,5,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X11,11,5,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X12,12,5,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X13,13,5,Bootstage,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X14,14,5,Bootstage,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X15,15,5,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X16,16,5,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X17,17,5,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X18,18,5,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X2,2,5,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X3,3,5,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X4,4,5,NA,None,NA,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X5,5,5,FG,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X6,6,5,NA,None,no,NA,NA,NA,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X7,7,5,FG,yes,no,NA,no,no,NA,Fungal infection,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X8,8,5,FG,yes,no,NA,no,yes,Minimal,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,9.3b,9,3,b,Y5_X9,9,5,>V3,yes,no,NA,no,no,NA,NA,8d68739f-90fa-456d-b5c7-b922206c4da8,5/11/2023 21:57
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X1,1,1,FG,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X10,10,1,FG,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X11,11,1,>V3,yes,no,NA,no,yes,Minimal,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X12,12,1,>V3,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X13,13,1,FG,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X14,14,1,Bootstage,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X15,15,1,Bootstage,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X16,16,1,FG,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X17,17,1,NA,None,no,NA,NA,NA,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X18,18,1,NA,None,NA,NA,NA,NA,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X2,2,1,FG,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X3,3,1,FG,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X4,4,1,NA,None,no,NA,NA,NA,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X5,5,1,NA,None,NA,NA,NA,NA,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X6,6,1,NA,None,NA,NA,NA,NA,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X7,7,1,NA,Unknown,NA,NA,NA,NA,NA,Missing toothpick,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X8,8,1,NA,None,NA,NA,NA,NA,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y1_X9,9,1,FG,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
Wildcat,5/11/2023,10.1w,10,1,w,Y2_X1,1,2,FG,yes,no,NA,no,no,NA,NA,6594b7ad-48ad-4a57-bd6a-74ff7e94ed1d,5/11/2023 22:09
