Site,Date,Block,Albedo,Density,x,y,growout,Source,Live,Length_mm,V,notes
Cheyenne,11/15/21,4,black,Low,11,4,77_Reno,Pyle010,Y,42,V1,
Cheyenne,11/15/21,4,white,High,1,10,77_Reno,Pyle010,Y,15,V0,
Cheyenne,11/15/21,4,white,Low,1,4,77_Reno,Pyle010,Y,17,V0,
Cheyenne,11/15/21,5,black,High,3,2,77_Reno,Pyle010,Y,9,V0,
Cheyenne,11/15/21,5,black,Low,11,5,77_Reno,Pyle010,Y,38,V0,
Cheyenne,11/15/21,5,white,High,4,3,77_Reno,Pyle010,Y,22,V0,
Cheyenne,11/15/21,5,white,Low,12,4,77_Reno,Pyle010,Y,13,V0,
Cheyenne,11/15/21,6,black,High,2,6,77_Reno,Pyle010,Y,48,V1,
Cheyenne,11/15/21,6,black,Low,2,3,77_Reno,Pyle010,Y,12,V0,
Cheyenne,11/15/21,6,white,High,2,5,77_Reno,Pyle010,Y,8,V0,
Cheyenne,11/15/21,6,white,Low,19,2,77_Reno,Pyle010,Y,13,V0,
Cheyenne,11/16/21,7,black,High,10,6,77_Reno,Pyle010,Y,39,V1,
Cheyenne,11/16/21,7,black,Low,17,5,77_Reno,Pyle010,Y,42,V0,
Cheyenne,11/16/21,7,white,High,6,7,77_Reno,Pyle010,Y,39,V0,
Cheyenne,11/17/21,7,white,Low,4,1,77_Reno,Pyle010,Y,25,V0,
Cheyenne,11/17/21,8,black,High,10,7,77_Reno,Pyle010,Y,40,V0,
Cheyenne,11/17/21,8,black,Low,11,1,77_Reno,Pyle010,Y,46,V1,
Cheyenne,11/17/21,8,white,High,1,3,77_Reno,Pyle010,Y,26,V0,
Cheyenne,11/17/21,8,white,Low,6,1,77_Reno,Pyle010,Y,20,V0,
Cheyenne,11/17/21,9,black,High,3,1,77_Reno,Pyle010,Y,46,V1,
Cheyenne,11/17/21,9,black,High,8,2,77_Reno,Pyle010,Y,46,V1,
Cheyenne,11/17/21,9,black,Low,7,2,77_Reno,Pyle010,Y,39,V0,
Cheyenne,11/17/21,9,black,Low,18,1,77_Reno,Pyle010,Y,19,V0,leaf broken
Cheyenne,11/17/21,9,white,High,5,2,77_Reno,Pyle010,Y,23,V0,leaf broken
Cheyenne,11/17/21,9,white,High,6,8,77_Reno,Pyle010,N,,,
Cheyenne,11/17/21,9,white,Low,1,1,77_Reno,Pyle010,Y,24,V0,
Cheyenne,11/17/21,9,white,Low,3,1,77_Reno,Pyle010,Y,17,V0,
Cheyenne,11/17/21,10,black,High,8,7,77_Reno,Pyle010,Y,18,V0,
Cheyenne,11/17/21,10,black,Low,7,2,77_Reno,Pyle010,Y,43,V1,
Cheyenne,11/17/21,10,white,High,2,7,77_Reno,Pyle010,Y,32,V0,
Cheyenne,11/17/21,10,white,Low,19,5,77_Reno,Pyle010,Y,22,V0,
Cheyenne,11/10/21,1,black,High,1,10,79_Reno,Pyle015,Y,52,V0,
Cheyenne,11/10/21,1,black,High,2,8,79_Reno,Pyle015,Y,40,V0,
Cheyenne,11/10/21,1,black,Low,10,1,79_Reno,Pyle015,Y,13,V0,
Cheyenne,11/10/21,1,black,Low,18,3,79_Reno,Pyle015,Y,40,V0,
Cheyenne,11/10/21,1,white,High,2,5,79_Reno,Pyle015,Y,19,V0,
Cheyenne,11/10/21,1,white,High,2,6,79_Reno,Pyle015,Y,25,V0,
Cheyenne,11/10/21,1,white,Low,13,1,79_Reno,Pyle015,Y,18,V0,leaf damaged but unbroken
Cheyenne,11/10/21,1,white,Low,14,4,79_Reno,Pyle015,Y,15,V0,
Cheyenne,11/10/21,2,black,High,1,5,79_Reno,Pyle015,Y,36,V0,
Cheyenne,11/10/21,2,black,Low,9,4,79_Reno,Pyle015,Y,42,V0,
Cheyenne,11/10/21,2,white,High,6,4,79_Reno,Pyle015,Y,18,V0,
Cheyenne,11/10/21,2,white,Low,6,2,79_Reno,Pyle015,Y,13,V0,
Cheyenne,11/15/21,3,black,High,4,8,79_Reno,Pyle015,Y,16,V0,leaf broken
Cheyenne,11/10/21,3,black,Low,9,3,79_Reno,Pyle015,Y,34,V0,
Cheyenne,11/15/21,3,white,High,3,6,79_Reno,Pyle015,Y,25,V0,
Cheyenne,11/10/21,3,white,Low,17,2,79_Reno,Pyle015,Y,18,V0,
Cheyenne,11/15/21,4,black,High,9,1,79_Reno,Pyle015,Y,37,V0,
Cheyenne,11/15/21,4,black,Low,20,2,79_Reno,Pyle015,Y,19,V1,leaf broken
Cheyenne,11/15/21,4,white,High,5,7,79_Reno,Pyle015,Y,17,V0,
Cheyenne,11/15/21,4,white,Low,6,5,79_Reno,Pyle015,Y,19,V0,
Cheyenne,11/15/21,5,black,High,1,10,79_Reno,Pyle015,Y,47,V1,
Cheyenne,11/15/21,5,black,Low,4,5,79_Reno,Pyle015,Y,44,V1,
Cheyenne,11/15/21,5,white,High,4,9,79_Reno,Pyle015,N,,,
Cheyenne,11/15/21,5,white,Low,16,4,79_Reno,Pyle015,Y,23,V0,
Cheyenne,11/15/21,6,black,High,2,4,79_Reno,Pyle015,Y,47,V1,
Cheyenne,11/15/21,6,black,Low,11,5,79_Reno,Pyle015,Y,25,V0,
Cheyenne,11/15/21,6,white,High,1,8,79_Reno,Pyle015,Y,12,V0,
Cheyenne,11/15/21,6,white,Low,9,3,79_Reno,Pyle015,Y,13,V0,
Cheyenne,11/16/21,7,black,High,3,9,79_Reno,Pyle015,Y,26,V1,leaf broken
Cheyenne,11/16/21,7,black,High,10,3,79_Reno,Pyle015,Y,12,V0,leaf broken
Cheyenne,11/16/21,7,black,Low,5,4,79_Reno,Pyle015,Y,46,V1,
Cheyenne,11/16/21,7,black,Low,15,5,79_Reno,Pyle015,Y,43,V1,
Cheyenne,11/16/21,7,white,High,9,6,79_Reno,Pyle015,Y,33,V0,
Cheyenne,11/16/21,7,white,High,9,7,79_Reno,Pyle015,Y,40,V0,
Cheyenne,11/17/21,7,white,Low,5,2,79_Reno,Pyle015,Y,35,V0,
Cheyenne,11/17/21,7,white,Low,5,4,79_Reno,Pyle015,Y,22,V0,
Cheyenne,11/17/21,8,black,High,1,3,79_Reno,Pyle015,Y,23,V1,leaf broken
Cheyenne,11/17/21,8,black,Low,12,2,79_Reno,Pyle015,Y,50,V1,
Cheyenne,11/17/21,8,white,High,4,5,79_Reno,Pyle015,Y,32,V0,
Cheyenne,11/17/21,8,white,Low,4,2,79_Reno,Pyle015,Y,31,V0,
Cheyenne,11/17/21,9,black,High,7,6,79_Reno,Pyle015,Y,41,V0,
Cheyenne,11/17/21,9,black,Low,15,5,79_Reno,Pyle015,Y,38,V1,
Cheyenne,11/17/21,9,white,High,9,7,79_Reno,Pyle015,Y,37,V0,
Cheyenne,11/17/21,9,white,Low,16,2,79_Reno,Pyle015,N,,,
Cheyenne,11/17/21,10,black,High,5,7,79_Reno,Pyle015,Y,23,V1,leaf broken
Cheyenne,11/17/21,10,black,Low,13,2,79_Reno,Pyle015,Y,43,V0,
Cheyenne,11/17/21,10,white,High,7,8,79_Reno,Pyle015,Y,31,V0,
Cheyenne,11/17/21,10,white,Low,3,2,79_Reno,Pyle015,Y,38,V0,
Cheyenne,11/10/21,1,black,High,4,3,8_Reno,Blumenthal01,Y,29,V0,
Cheyenne,11/10/21,1,black,Low,20,5,8_Reno,Blumenthal01,Y,24,V0,
Cheyenne,11/10/21,1,white,High,10,7,8_Reno,Blumenthal01,Y,23,V0,
Cheyenne,11/10/21,1,white,Low,1,1,8_Reno,Blumenthal01,Y,18,V0,
Cheyenne,11/10/21,2,black,High,5,4,8_Reno,Blumenthal01,Y,10,V0,leaf broken
Cheyenne,11/10/21,2,black,High,7,1,8_Reno,Blumenthal01,Y,8,V0,
Cheyenne,11/10/21,2,black,Low,1,3,8_Reno,Blumenthal01,Y,32,V0,
Cheyenne,11/10/21,2,black,Low,17,5,8_Reno,Blumenthal01,Y,43,V0,
Cheyenne,11/10/21,2,white,High,6,6,8_Reno,Blumenthal01,Y,13,V0,
Cheyenne,11/10/21,2,white,High,7,7,8_Reno,Blumenthal01,Y,16,V1,
Cheyenne,11/10/21,2,white,Low,5,1,8_Reno,Blumenthal01,Y,2,V0,
Cheyenne,11/10/21,2,white,Low,19,1,8_Reno,Blumenthal01,Y,9,V0,
Cheyenne,11/15/21,3,black,High,3,9,8_Reno,Blumenthal01,Y,41,V0,
Cheyenne,11/10/21,3,black,Low,14,1,8_Reno,Blumenthal01,Y,15,V0,
Cheyenne,11/15/21,3,white,High,6,7,8_Reno,Blumenthal01,Y,8,V0,
Cheyenne,11/10/21,3,white,Low,5,1,8_Reno,Blumenthal01,Y,13,V0,
Cheyenne,11/15/21,4,black,High,2,8,8_Reno,Blumenthal01,Y,35,V0,
Cheyenne,11/15/21,4,black,Low,4,5,8_Reno,Blumenthal01,Y,26,V0,
Cheyenne,11/15/21,4,white,High,6,7,8_Reno,Blumenthal01,Y,22,V0,
Cheyenne,11/15/21,4,white,Low,12,3,8_Reno,Blumenthal01,Y,18,V0,
Cheyenne,11/15/21,5,black,High,9,10,8_Reno,Blumenthal01,Y,22,V1,
Cheyenne,11/15/21,5,black,Low,14,1,8_Reno,Blumenthal01,Y,42,V1,
Cheyenne,11/15/21,5,white,High,3,6,8_Reno,Blumenthal01,Y,18,V0,
Cheyenne,11/15/21,5,white,Low,4,2,8_Reno,Blumenthal01,N,,,
Cheyenne,11/15/21,6,black,High,8,10,8_Reno,Blumenthal01,Y,46,V0,
Cheyenne,11/15/21,6,black,Low,17,4,8_Reno,Blumenthal01,N,,,
Cheyenne,11/15/21,6,white,High,2,4,8_Reno,Blumenthal01,Y,21,V0,
Cheyenne,11/15/21,6,white,Low,10,5,8_Reno,Blumenthal01,Y,21,V0,
Cheyenne,11/16/21,7,black,High,7,10,8_Reno,Blumenthal01,Y,22,V0,leaf broken
Cheyenne,11/16/21,7,black,Low,7,3,8_Reno,Blumenthal01,Y,45,V1,
Cheyenne,11/16/21,7,white,High,7,5,8_Reno,Blumenthal01,Y,37,V0,
Cheyenne,11/17/21,7,white,Low,5,5,8_Reno,Blumenthal01,Y,19,V0,
Cheyenne,11/17/21,8,black,High,6,8,8_Reno,Blumenthal01,Y,40,V1,
Cheyenne,11/17/21,8,black,Low,18,1,8_Reno,Blumenthal01,Y,50,V1,
Cheyenne,11/17/21,8,white,High,9,1,8_Reno,Blumenthal01,Y,20,V0,
Cheyenne,11/17/21,8,white,Low,15,2,8_Reno,Blumenthal01,Y,23,V0,
Cheyenne,11/17/21,9,black,High,4,10,8_Reno,Blumenthal01,Y,41,V1,
Cheyenne,11/17/21,9,black,High,6,8,8_Reno,Blumenthal01,Y,26,V0,
Cheyenne,11/17/21,9,black,Low,5,1,8_Reno,Blumenthal01,Y,35,V1,
Cheyenne,11/17/21,9,black,Low,9,2,8_Reno,Blumenthal01,Y,22,V0,
Cheyenne,11/17/21,9,white,High,3,9,8_Reno,Blumenthal01,Y,26,V0,
Cheyenne,11/17/21,9,white,High,9,8,8_Reno,Blumenthal01,Y,16,V0,
Cheyenne,11/17/21,9,white,Low,10,2,8_Reno,Blumenthal01,Y,16,V0,
Cheyenne,11/17/21,9,white,Low,16,3,8_Reno,Blumenthal01,Y,29,V0,
Cheyenne,11/17/21,10,black,High,4,5,8_Reno,Blumenthal01,Y,39,V1,
Cheyenne,11/17/21,10,black,Low,1,1,8_Reno,Blumenthal01,Y,38,V0,
Cheyenne,11/17/21,10,white,High,5,5,8_Reno,Blumenthal01,Y,32,V0,
Cheyenne,11/17/21,10,white,Low,6,5,8_Reno,Blumenthal01,Y,14,V0,
Cheyenne,11/10/21,1,black,High,1,6,81_Reno,Pyle017,Y,39,V0,
Cheyenne,11/10/21,1,black,High,7,5,81_Reno,Pyle017,Y,52,V1,
Cheyenne,11/10/21,1,black,Low,1,5,81_Reno,Pyle017,Y,27,V0,
Cheyenne,11/10/21,1,black,Low,11,1,81_Reno,Pyle017,Y,37,V0,
Cheyenne,11/10/21,1,white,High,2,7,81_Reno,Pyle017,Y,26,V0,
Cheyenne,11/10/21,1,white,High,6,6,81_Reno,Pyle017,Y,28,V0,
Cheyenne,11/10/21,1,white,Low,5,5,81_Reno,Pyle017,Y,16,V0,
Cheyenne,11/10/21,1,white,Low,18,1,81_Reno,Pyle017,Y,13,V0,
Cheyenne,11/10/21,2,black,High,7,3,81_Reno,Pyle017,Y,11,V0,
Cheyenne,11/10/21,2,black,Low,7,4,81_Reno,Pyle017,Y,22,V0,
Cheyenne,11/10/21,2,white,High,5,6,81_Reno,Pyle017,Y,22,V0,
Cheyenne,11/10/21,2,white,Low,20,1,81_Reno,Pyle017,Y,22,V0,
Cheyenne,11/15/21,3,black,High,6,5,81_Reno,Pyle017,Y,24,V0,
Cheyenne,11/10/21,3,black,Low,3,1,81_Reno,Pyle017,Y,28,V0,
Cheyenne,11/15/21,3,white,High,10,2,81_Reno,Pyle017,Y,23,V0,
Cheyenne,11/10/21,3,white,Low,8,2,81_Reno,Pyle017,Y,5,V0,leaf broken
Cheyenne,11/15/21,4,black,High,5,2,81_Reno,Pyle017,Y,21,V0,
Cheyenne,11/15/21,4,black,High,9,6,81_Reno,Pyle017,Y,42,V0,
Cheyenne,11/15/21,4,black,Low,1,3,81_Reno,Pyle017,Y,43,V1,
Cheyenne,11/15/21,4,black,Low,17,1,81_Reno,Pyle017,Y,24,V1,
Cheyenne,11/15/21,4,white,High,1,4,81_Reno,Pyle017,Y,30,V0,
Cheyenne,11/15/21,4,white,High,5,1,81_Reno,Pyle017,Y,15,V0,
Cheyenne,11/15/21,4,white,Low,4,1,81_Reno,Pyle017,N,,,
Cheyenne,11/15/21,4,white,Low,14,5,81_Reno,Pyle017,Y,6,V0,
Cheyenne,11/15/21,5,black,High,5,6,81_Reno,Pyle017,Y,48,V1,
Cheyenne,11/15/21,5,black,Low,16,1,81_Reno,Pyle017,Y,51,V1,
Cheyenne,11/15/21,5,white,High,9,8,81_Reno,Pyle017,Y,28,V0,
Cheyenne,11/15/21,5,white,Low,8,3,81_Reno,Pyle017,Y,27,V0,
Cheyenne,11/15/21,6,black,High,1,4,81_Reno,Pyle017,Y,42,V0,
Cheyenne,11/15/21,6,black,Low,16,5,81_Reno,Pyle017,Y,39,V0,
Cheyenne,11/15/21,6,white,High,5,5,81_Reno,Pyle017,Y,25,V0,
Cheyenne,11/15/21,6,white,Low,4,4,81_Reno,Pyle017,Y,21,V0,
Cheyenne,11/16/21,7,black,High,3,2,81_Reno,Pyle017,Y,42,V1,
Cheyenne,11/16/21,7,black,Low,2,4,81_Reno,Pyle017,Y,47,V1,
Cheyenne,11/16/21,7,white,High,6,4,81_Reno,Pyle017,Y,34,V0,
Cheyenne,11/17/21,7,white,Low,6,2,81_Reno,Pyle017,Y,37,V0,
Cheyenne,11/17/21,8,black,High,8,5,81_Reno,Pyle017,Y,29,V0,
Cheyenne,11/17/21,8,black,Low,10,4,81_Reno,Pyle017,Y,40,V0,
Cheyenne,11/17/21,8,white,High,8,9,81_Reno,Pyle017,Y,41,V1,
Cheyenne,11/17/21,8,white,Low,15,4,81_Reno,Pyle017,Y,30,V0,
Cheyenne,11/17/21,9,black,High,7,3,81_Reno,Pyle017,Y,33,V0,
Cheyenne,11/17/21,9,black,Low,5,3,81_Reno,Pyle017,Y,37,V0,
Cheyenne,11/17/21,9,white,High,3,7,81_Reno,Pyle017,Y,33,V0,
Cheyenne,11/17/21,9,white,Low,14,5,81_Reno,Pyle017,Y,17,V0,
Cheyenne,11/17/21,10,black,High,8,10,81_Reno,Pyle017,Y,28,V0,
Cheyenne,11/17/21,10,black,Low,14,2,81_Reno,Pyle017,Y,29,V1,
Cheyenne,11/17/21,10,white,High,10,3,81_Reno,Pyle017,Y,34,V0,
Cheyenne,11/17/21,10,white,Low,8,1,81_Reno,Pyle017,Y,30,V0,
Cheyenne,11/10/21,1,black,High,10,5,82_Reno,Pyle019,Y,31,V1,
Cheyenne,11/10/21,1,black,Low,9,1,82_Reno,Pyle019,Y,37,V0,
Cheyenne,11/10/21,1,white,High,5,2,82_Reno,Pyle019,Y,26,V0,
Cheyenne,11/10/21,1,white,Low,1,4,82_Reno,Pyle019,Y,8,V0,
Cheyenne,11/10/21,2,black,High,2,1,82_Reno,Pyle019,Y,4,V0,
Cheyenne,11/10/21,2,black,Low,19,3,82_Reno,Pyle019,Y,27,V0,
Cheyenne,11/10/21,2,white,High,7,9,82_Reno,Pyle019,Y,12,V0,
Cheyenne,11/10/21,2,white,Low,12,1,82_Reno,Pyle019,N,,,
Cheyenne,11/15/21,3,black,High,5,10,82_Reno,Pyle019,Y,29,V0,
Cheyenne,11/10/21,3,black,Low,3,3,82_Reno,Pyle019,Y,27,V0,
Cheyenne,11/15/21,3,white,High,9,10,82_Reno,Pyle019,Y,25,V0,
Cheyenne,11/10/21,3,white,Low,12,4,82_Reno,Pyle019,Y,17,V0,
Cheyenne,11/15/21,4,black,High,1,2,82_Reno,Pyle019,Y,37,V0,
Cheyenne,11/15/21,4,black,High,5,1,82_Reno,Pyle019,Y,45,V0,
Cheyenne,11/15/21,4,black,Low,8,2,82_Reno,Pyle019,Y,48,V0,
Cheyenne,11/15/21,4,black,Low,17,2,82_Reno,Pyle019,Y,42,V0,
Cheyenne,11/15/21,4,white,High,3,6,82_Reno,Pyle019,Y,18,V0,
Cheyenne,11/15/21,4,white,High,9,3,82_Reno,Pyle019,Y,12,V0,
Cheyenne,11/15/21,4,white,Low,6,1,82_Reno,Pyle019,Y,11,V0,
Cheyenne,11/15/21,4,white,Low,20,4,82_Reno,Pyle019,Y,17,V0,
Cheyenne,11/15/21,5,black,High,10,1,82_Reno,Pyle019,Y,48,V1,
Cheyenne,11/15/21,5,black,Low,8,2,82_Reno,Pyle019,Y,32,V0,
Cheyenne,11/15/21,5,white,High,2,8,82_Reno,Pyle019,N,,,
Cheyenne,11/15/21,5,white,Low,1,2,82_Reno,Pyle019,N,,,
Cheyenne,11/15/21,6,black,High,7,3,82_Reno,Pyle019,Y,41,V1,
Cheyenne,11/15/21,6,black,Low,5,3,82_Reno,Pyle019,Y,9,V0,
Cheyenne,11/15/21,6,white,High,6,1,82_Reno,Pyle019,Y,31,V0,
Cheyenne,11/15/21,6,white,Low,1,1,82_Reno,Pyle019,Y,21,V0,
Cheyenne,11/16/21,7,black,High,5,6,82_Reno,Pyle019,Y,46,V1,
Cheyenne,11/16/21,7,black,Low,10,5,82_Reno,Pyle019,Y,47,V1,
Cheyenne,11/16/21,7,white,High,4,2,82_Reno,Pyle019,Y,36,V0,
Cheyenne,11/17/21,7,white,Low,13,3,82_Reno,Pyle019,Y,32,V0,
Cheyenne,11/17/21,8,black,High,10,10,82_Reno,Pyle019,Y,24,V0,
Cheyenne,11/17/21,8,black,Low,18,3,82_Reno,Pyle019,Y,25,V0,
Cheyenne,11/17/21,8,white,High,2,2,82_Reno,Pyle019,Y,21,V0,
Cheyenne,11/17/21,8,white,Low,14,2,82_Reno,Pyle019,Y,22,V0,
Cheyenne,11/17/21,9,black,High,5,4,82_Reno,Pyle019,Y,40,V0,
Cheyenne,11/17/21,9,black,Low,16,2,82_Reno,Pyle019,Y,48,V2,
Cheyenne,11/17/21,9,white,High,8,4,82_Reno,Pyle019,Y,24,V0,
Cheyenne,11/17/21,9,white,Low,20,3,82_Reno,Pyle019,Y,19,V0,
Cheyenne,11/17/21,10,black,High,2,7,82_Reno,Pyle019,Y,29,V1,leaf broken
Cheyenne,11/17/21,10,black,High,4,7,82_Reno,Pyle019,Y,34,V1,
Cheyenne,11/17/21,10,black,Low,4,5,82_Reno,Pyle019,Y,25,V0,
Cheyenne,11/17/21,10,black,Low,5,3,82_Reno,Pyle019,Y,37,V0,
Cheyenne,11/17/21,10,white,High,4,8,82_Reno,Pyle019,Y,27,V1,
Cheyenne,11/17/21,10,white,High,10,9,82_Reno,Pyle019,Y,22,V0,
Cheyenne,11/17/21,10,white,Low,9,2,82_Reno,Pyle019,Y,22,V0,
Cheyenne,11/17/21,10,white,Low,13,4,82_Reno,Pyle019,Y,30,V0,
Cheyenne,11/10/21,1,black,High,2,2,83_Reno,Reed01,Y,46,V1,
Cheyenne,11/10/21,1,black,Low,15,4,83_Reno,Reed01,Y,42,V0,
Cheyenne,11/10/21,1,white,High,4,10,83_Reno,Reed01,Y,22,V0,
Cheyenne,11/10/21,1,white,Low,19,3,83_Reno,Reed01,Y,20,V0,
Cheyenne,11/10/21,2,black,High,3,4,83_Reno,Reed01,Y,12,V0,leaf broken
Cheyenne,11/10/21,2,black,Low,4,5,83_Reno,Reed01,Y,36,V0,
Cheyenne,11/10/21,2,white,High,6,7,83_Reno,Reed01,Y,13,V0,
Cheyenne,11/10/21,2,white,Low,7,5,83_Reno,Reed01,Y,12,V0,
Cheyenne,11/15/21,3,black,High,6,4,83_Reno,Reed01,Y,18,V0,
Cheyenne,11/10/21,3,black,Low,17,3,83_Reno,Reed01,Y,26,V0,
Cheyenne,11/15/21,3,white,High,3,3,83_Reno,Reed01,Y,19,V0,
Cheyenne,11/10/21,3,white,Low,5,2,83_Reno,Reed01,Y,14,V0,
Cheyenne,11/15/21,4,black,High,6,1,83_Reno,Reed01,Y,27,V0,
Cheyenne,11/15/21,4,black,Low,12,2,83_Reno,Reed01,Y,53,V1,
Cheyenne,11/15/21,4,white,High,9,9,83_Reno,Reed01,Y,24,V0,
Cheyenne,11/15/21,4,white,Low,8,2,83_Reno,Reed01,Y,17,V0,
Cheyenne,11/15/21,5,black,High,9,3,83_Reno,Reed01,Y,46,V1,
Cheyenne,11/15/21,5,black,Low,4,3,83_Reno,Reed01,Y,45,V1,
Cheyenne,11/15/21,5,white,High,7,9,83_Reno,Reed01,Y,13,V0,
Cheyenne,11/15/21,5,white,Low,5,3,83_Reno,Reed01,Y,13,V0,
Cheyenne,11/15/21,6,black,High,9,8,83_Reno,Reed01,Y,42,V1,
Cheyenne,11/15/21,6,black,Low,9,4,83_Reno,Reed01,Y,17,V0,
Cheyenne,11/15/21,6,white,High,10,7,83_Reno,Reed01,Y,27,V0,
Cheyenne,11/15/21,6,white,Low,3,2,83_Reno,Reed01,Y,19,V0,
Cheyenne,11/16/21,7,black,High,5,4,83_Reno,Reed01,Y,32,V1,leaf broken
Cheyenne,11/16/21,7,black,Low,11,1,83_Reno,Reed01,Y,44,V1,
Cheyenne,11/16/21,7,white,High,5,8,83_Reno,Reed01,Y,36,V1,
Cheyenne,11/17/21,7,white,Low,18,5,83_Reno,Reed01,Y,23,V0,
Cheyenne,11/17/21,8,black,High,8,9,83_Reno,Reed01,Y,21,V0,
Cheyenne,11/17/21,8,black,Low,19,4,83_Reno,Reed01,Y,42,V1,
Cheyenne,11/17/21,8,white,High,8,8,83_Reno,Reed01,Y,33,V0,
Cheyenne,11/17/21,8,white,Low,1,3,83_Reno,Reed01,Y,23,V0,
Cheyenne,11/17/21,9,black,High,1,4,83_Reno,Reed01,Y,45,V1,
Cheyenne,11/17/21,9,black,High,5,7,83_Reno,Reed01,Y,46,V0,
Cheyenne,11/17/21,9,black,Low,15,1,83_Reno,Reed01,Y,24,V0,
Cheyenne,11/17/21,9,black,Low,18,4,83_Reno,Reed01,Y,43,V1,
Cheyenne,11/17/21,9,white,High,7,4,83_Reno,Reed01,Y,28,V0,
Cheyenne,11/17/21,9,white,High,9,5,83_Reno,Reed01,Y,28,V0,
Cheyenne,11/17/21,9,white,Low,8,2,83_Reno,Reed01,N,,,
Cheyenne,11/17/21,9,white,Low,17,5,83_Reno,Reed01,Y,34,V0,
Cheyenne,11/17/21,10,black,High,3,9,83_Reno,Reed01,Y,49,V1,
Cheyenne,11/17/21,10,black,High,8,6,83_Reno,Reed01,Y,52,V1,
Cheyenne,11/17/21,10,black,Low,7,1,83_Reno,Reed01,Y,40,V1,
Cheyenne,11/17/21,10,black,Low,20,1,83_Reno,Reed01,Y,44,V0,
Cheyenne,11/17/21,10,white,High,1,1,83_Reno,Reed01,Y,22,V0,
Cheyenne,11/17/21,10,white,High,6,6,83_Reno,Reed01,Y,32,V0,
Cheyenne,11/17/21,10,white,Low,4,4,83_Reno,Reed01,Y,41,V0,
Cheyenne,11/17/21,10,white,Low,12,2,83_Reno,Reed01,Y,31,V0,
Cheyenne,11/10/21,1,black,Low,5,4,84_Logan,Reed03,Y,28,V0,leaf damaged but unbroken
Cheyenne,11/10/21,1,white,Low,4,1,84_Logan,Reed03,Y,10,V0,
Cheyenne,11/10/21,1,white,Low,12,2,84_Logan,Reed03,Y,14,V0,
Cheyenne,11/15/21,3,black,High,3,6,84_Logan,Reed03,Y,26,V0,
Cheyenne,11/10/21,3,black,Low,18,2,84_Logan,Reed03,Y,16,V0,
Cheyenne,11/10/21,3,white,Low,17,5,84_Logan,Reed03,Y,10,V0,
Cheyenne,11/15/21,4,black,Low,19,1,84_Logan,Reed03,Y,39,V1,
Cheyenne,11/15/21,4,white,Low,13,3,84_Logan,Reed03,Y,21,V0,
Cheyenne,11/15/21,5,white,Low,9,5,84_Logan,Reed03,Y,22,V0,
Cheyenne,11/15/21,5,white,Low,20,4,84_Logan,Reed03,Y,15,V0,
Cheyenne,11/15/21,6,white,Low,20,3,84_Logan,Reed03,Y,11,V0,
Cheyenne,11/17/21,7,white,Low,9,4,84_Logan,Reed03,Y,14,V0,
Cheyenne,11/17/21,9,black,Low,5,4,84_Logan,Reed03,Y,32,V0,
Cheyenne,11/17/21,10,white,High,3,2,84_Logan,Reed03,Y,24,V0,
Cheyenne,11/10/21,1,black,High,1,3,84_Reno,Reed03,Y,10,V1,leaf broken
Cheyenne,11/10/21,1,black,High,4,6,84_Reno,Reed03,Y,37,V0,
Cheyenne,11/10/21,1,black,Low,19,2,84_Reno,Reed03,Y,33,V0,
Cheyenne,11/10/21,1,white,High,3,5,84_Reno,Reed03,Y,23,V0,
Cheyenne,11/10/21,1,white,High,7,6,84_Reno,Reed03,Y,26,V0,
Cheyenne,11/10/21,2,black,High,7,8,84_Reno,Reed03,Y,38,V0,leaf damaged but unbroken
Cheyenne,11/10/21,2,black,Low,3,5,84_Reno,Reed03,Y,25,V0,
Cheyenne,11/10/21,2,white,High,5,3,84_Reno,Reed03,Y,20,V0,
Cheyenne,11/10/21,2,white,Low,16,3,84_Reno,Reed03,Y,16,V0,
Cheyenne,11/15/21,3,white,High,6,5,84_Reno,Reed03,Y,27,V0,
Cheyenne,11/15/21,4,black,High,8,6,84_Reno,Reed03,Y,45,V1,
Cheyenne,11/15/21,4,white,High,3,10,84_Reno,Reed03,Y,9,V0,
Cheyenne,11/15/21,5,black,High,6,6,84_Reno,Reed03,Y,25,V1,
Cheyenne,11/15/21,5,black,High,10,9,84_Reno,Reed03,Y,43,V1,
Cheyenne,11/15/21,5,black,Low,10,4,84_Reno,Reed03,Y,43,V1,
Cheyenne,11/15/21,5,black,Low,16,3,84_Reno,Reed03,Y,39,V1,
Cheyenne,11/15/21,5,white,High,2,4,84_Reno,Reed03,Y,12,V0,
Cheyenne,11/15/21,5,white,High,2,10,84_Reno,Reed03,Y,31,V0,
Cheyenne,11/15/21,6,black,High,6,9,84_Reno,Reed03,Y,38,V1,
Cheyenne,11/15/21,6,black,Low,2,4,84_Reno,Reed03,Y,35,V1,
Cheyenne,11/15/21,6,white,High,7,3,84_Reno,Reed03,Y,15,V0,
Cheyenne,11/16/21,7,black,High,1,1,84_Reno,Reed03,Y,44,V1,
Cheyenne,11/16/21,7,black,Low,6,4,84_Reno,Reed03,Y,41,V1,
Cheyenne,11/16/21,7,white,High,7,2,84_Reno,Reed03,Y,31,V0,
Cheyenne,11/17/21,8,black,High,7,1,84_Reno,Reed03,Y,40,V0,
Cheyenne,11/17/21,8,black,Low,16,4,84_Reno,Reed03,Y,8,V0,
Cheyenne,11/17/21,8,white,High,8,4,84_Reno,Reed03,Y,25,V0,
