Site,Date,Last Harvest Date,# of Harvests,Recorder,Block,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,height,Length_mm,tillers,biomass_whole,seed_count_whole,seed_mass_whole,inflor_mass,biomass_sub,seed_count_sub,seed_mass_sub,drop_seed,notes,
Cheyenne,7/22/2022,,,HB,2,,low,white,10,3,51,Re,Holdrege1,,,Y,BS,,,0,0.057,,,0,0,0,0,N,NO TILLERS OR SEEDS,
Cheyenne,7/22/2022,,,HB,2,,low,white,10,4,96,Re,Chynoweth02,,,Y,BS,,,0,0.035,,,0,0,0,0,N,NO TILLERS OR SEEDS,
Cheyenne,,,,,2,,low,white,10,5,44,Re,Downs03,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,7/22/22,2,HB,2,,low,white,11,1,47,Re,Fleishman_07,,,Y,BS_FG,,,1,0.32,,,0.12,0.016,50,0.09,N,10/50 UNRIPE,
Cheyenne,6/23/2022,7/22/22,3,HB,2,,low,white,11,2,53,Re,Hufft2,,,Y,FB_FP,,,4,1.11,,,0.044,0.0085,19,0.035,N,"9/19 UNRIPE, 3 TILLERS W/O SEEDS",
Cheyenne,7/22/2022,,,HB,2,,low,white,11,3,91,Re,Symstad3,,,Y,BS,,,0,0.032,,,0,0,0,0,N,NO TILLERS OR SEEDS,
Cheyenne,,,,,2,,low,white,11,4,7,Re,AAFC10,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,11,5,66,Re,Maron1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,12,1,82,Re,Pyle019,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,12,2,87,Lo,Schupp04,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,12,3,46,Re,Fleishman_05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,12,4,30,Re,Chambers02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,12,5,28,Re,Bradford01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,13,1,104,Re,Germino BOP 01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,13,2,35,Re,Chambers07,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,13,3,47,Re,Fleishman_07,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,13,4,19,Re,Barnett01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,13,5,32,Re,Chambers04,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,7/22/22,2,HB,2,,low,white,14,1,26,Re,Chynoweth01,,,Y,BS_FP,,,2,0.032,,,0.0047,0.0015,5,0.0024,N,"4/5 UNRIPE, 1 TILLER W/O SEEDS",
Cheyenne,,,,,2,,low,white,14,2,36,Re,Chambers08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,14,3,33,Re,Chambers05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,14,4,95,Re,Wilcox02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,14,5,9,Re,Adler05,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,HB,2,,low,white,15,1,96,Re,Chynoweth02,,,Y,BS,,,1,0.41,,,0,0,0,0,N,NO SEEDS,
Cheyenne,,,,,2,,low,white,15,2,98,Lo,Chynoweth05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,15,3,77,Re,Pyle010,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,15,4,5,Re,AAFC08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,15,5,60,Re,Lavin02,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,,,HB,2,,low,white,16,1,54,Re,JackieOtt1,,,Y,BS,,,1,0.07,,,0.0082,0.0013,11,0.0064,N,10/11 UNRIPE,
Cheyenne,7/7/2022,7/22/22,2,HB,2,,low,white,16,2,39,Re,Copeland05,,,Y,FB,,,3,0.33,,,0.0076,0.0004,5,0.0059,N,ONLY 1 TILLER WITH SEEDS,
Cheyenne,6/23/2022,7/22/22,3,HB,2,,low,white,16,3,84,Re,Reed03,,,Y,BS_FP,,,4,0.21,,,0.034,0.0081,19,0.025,N,9/19 UNRIPE,
Cheyenne,,,,,2,,low,white,16,4,100,Re,Chynoweth08,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,7/22/22,2,HB,2,,low,white,16,5,24,Re,Blumenthal08,,,Y,FB_FP,,,4,1.37,,,0.23,0.014,50,0.11,N,,
Cheyenne,7/22/2022,,,HB,2,,low,white,17,1,57,Re,JackieOtt6,,,Y,FB,,,1,0.37,,,0,0,0,0,N,NO SEEDS,
Cheyenne,,,,,2,,low,white,17,2,92,Re,Symstad4,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,17,3,74,Re,Pyke21,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,7/22/22,3,HB,2,,low,white,17,4,97,Re,Chynoweth03,,,Y,FP_FB,,,7,0.73,,,0.07,0.017,37,0.06,N,3 TILLERS W/O SEEDS,
Cheyenne,6/13/2022,7/22/22,4,HB,2,,low,white,17,5,46,Re,Fleishman_05,,,Y,FG_FP,,,6,1.76,,,0.51,0.018,50,0.08,N,6/50 UNRIPE,
Cheyenne,6/29/2022,7/22/22,2,HB,2,,low,white,18,1,102,Re,Shriver02,,,Y,FB_FG,,,3,0.51,,,0.015,0.0069,9,0.0077,N,"6/9 UNRIPE, ONLY 1 TILLER W/ SEEDS",
Cheyenne,,,,,2,,low,white,18,2,93,Lo,Urza2,,,,,,,,,,,,,,,,,
Cheyenne,,,,,2,,low,white,18,3,65,Re,Leger 1,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,7/22/2022,4,RT,2,,low,white,18,4,18,Re,Adler18,,,Y,FG_FP,,,6,1.52,,,1.09,0.011,50,0.11,N,,
Cheyenne,6/13/2022,6/29/2022,4,RT,2,,low,white,18,5,31,Re,Urza1,,,Y,FG_FP,,,14,1.86,,,2.6,0.017,50,0.09,N,,
Cheyenne,6/23/2022,7/22/2022,2,MB,2,,low,white,19,1,8,Re,Blumenthal01,,,Y,FG ,,,2,0.403,,,0.21,0.01,50,0.057,N,1 tiller w/o inflorescence,
Cheyenne,6/29/2022,7/22/22,2,HB,2,,low,white,19,2,103,Re,Davies03,,,Y,FB_FG,,,1,0.43,,,0.1,0.031,50,0.034,N,48/50 UNRIPE,
Cheyenne,,,,,2,,low,white,19,3,14,Re,Adler13,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,6/29/22,2,HB,2,,low,white,19,4,37,Re,Chambers09,,,Y,FB,,,9,1.48,,,1.6,0.017,50,0.08,N,3/50 UNRIPE,
Cheyenne,5/26/2022,6/29/22,3,HB,2,,low,white,19,5,64,Re,Lee4,,,Y,FB_BS,,,14,0.55,,,0.24,0.041,50,0.049,N,40/50 UNRIPE,
Cheyenne,7/22/2022,,,MB,2,,low,white,20,1,81,Re,Pyle017,,,Y,FB,,,0,0.17,,,0,0,0,0,N,no tillers,
Cheyenne,,,,,2,,low,white,20,2,29,Re,Chambers01,,,,,,,,,,,,,,,,,
Cheyenne,7/7/2022,7/22/2022,2,MB,2,,low,white,20,3,45,Re,Fleishman_01,,,Y,FB,,,3,0.575,,,0.003,0,4,0.003,N,"no inflorescence, only loose seeds",
Cheyenne,6/29/2022,7/7/22,2,HB,2,,low,white,20,4,90,Re,Symstad2,,,Y,FP_FB,,,5,1.09,,,0.27,0.017,50,0.077,N,3/50 UNRIPE,
Cheyenne,6/29/2022,7/7/2022,2,MB,2,,low,white,20,5,64,Re,Lee4,,,Y,FP_FB,,,4,0.737,,,0.755,0.005,50,0.07,N,,
Cheyenne,,,,,3,,high,black,1,1,49,Re,Getts3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,1,2,57,Re,JackieOtt6,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,1,3,73,Re,Pyke8,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,7/22/2022,2,RM,3,,high,black,1,4,6,Re,AAFC09,,,Y,FP,,,1,0.11,,,0.1,0.025,50,0.07,N,"9/50 UNRIPE, 1/50 HERBIVORIZED",
Cheyenne,,,,,3,,high,black,1,5,93,Lo,Urza2,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,1,6,33,Re,Chambers05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,1,7,97,Lo,Chynoweth03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,1,8,35,Re,Chambers07,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,7/22/2022,2,RM,3,,high,black,1,9,96,Re,Chynoweth02,,,Y,FG_FP,,,5,0.44,,,0.37,0.008,50,0.07,N,2/50 UNRIPE,
Cheyenne,6/21/2022,7/7/2022,4,RM,3,,high,black,1,10,28,Re,Bradford01,,,Y,FB,,,5,0.18,,,0.12,0.014,50,0.1,Y,,
Cheyenne,,,,,3,,high,black,2,1,7,Re,AAFC10,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,2,2,92,Re,Symstad4,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,7/7/2022,2,MB,3,,high,black,2,3,91,Re,Symstad3,,,Y,FB,,,3,0.252,,,0.171,0.01,50,0.073,N,,
Cheyenne,,,,,3,,high,black,2,4,19,Re,Barnett01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,2,5,46,Re,Fleishman_05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,2,6,93,Lo,Urza2,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,2,7,100,Re,Chynoweth08,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,6/29/22,2,HB,3,,high,black,2,8,58,Re,JackieOtt7,,,Y,FB,,,3,0.1,,,0.1,0.017,50,0.08,N,4/50 UNRIPE,
Cheyenne,6/23/2022,6/29/22,2,HB,3,,high,black,2,9,9,Re,Adler05,,,Y,FB ,,,4,0.14,,,0.042,0.0064,24,0.036,Y,,
Cheyenne,,,,,3,,high,black,2,10,98,Re,Chynoweth05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,3,1,68,Re,Porensky1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,3,2,52,Re,Hufft1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,3,3,105,Lo,Blumenthal10,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,,,MB,3,,high,black,3,4,52,Re,Hufft1,,,Y,FB,,,1,0.063,,,0.086,0.011,50,0.079,N,,
Cheyenne,5/26/2022,,,HB,3,,high,black,3,5,31,Re,Urza1,,,Y,FB,,101,1,0.043,,,0.039,0.024,29,0.014,N,29/29 unripe,
Cheyenne,6/21/2022,,,MB,3,,high,black,3,6,84,Lo,Reed03,,,Y,FB,,,1,0.019,,,0.034,0.004,27,0.028,N,,
Cheyenne,6/17/2022,6/29/2022,3,MB,3,,high,black,3,7,53,Re,Hufft2,,,Y,FP,,,6,0.458,,,0.544,0.015,50,0.057,N,,
Cheyenne,6/29/2022,,,MB,3,,high,black,3,8,11,Re,Adler09,,,Y,FB,,,1,0.011,,,0,0,0,0,Y,,
Cheyenne,6/21/2022,6/29/2022,2,MB,3,,high,black,3,9,8,Re,Blumenthal01,,,Y,FB,,,4,0.116,,,0.134,0.014,50,0.076,N,,
Cheyenne,6/29/2022,,,RM,3,,high,black,3,10,5,Re,AAFC08,,,Y,FB,,,2,0.11,,,0.09,0.01,50,0.07,N,,
Cheyenne,,,,,3,,high,black,4,1,36,Re,Chambers08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,4,2,43,Re,Downs02,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,7/7/2022,2,RM,3,,high,black,4,3,44,Re,Downs03,,,Y,FG,,,1,0.15,,,0.06,0.025,43,0.031,N,33/43 UNRIPE,
Cheyenne,6/29/2022,,,RM,3,,high,black,4,4,13,Re,Schupp01,,,Y,FB,,,1,0.022,,,0.004,0.001,1,0.003,Y,,
Cheyenne,,,,,3,,high,black,4,5,29,Re,Chambers01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,4,6,64,Re,Lee4,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,,,RM,3,,high,black,4,7,39,Re,Copeland05,,,Y,FB,,,1,0.048,,,0.01,0,6,0.01,Y,,
Cheyenne,7/7/2022,,,MB,3,,high,black,4,8,79,Re,Pyle015,,,Y,FB,,,0,0.026,,,0,0,0,0,N,no tillers,
Cheyenne,6/29/2022,7/22/2022,2,MB,3,,high,black,4,9,60,Lo,Lavin02,,,Y,FB,,,2,0.113,,,0.074,0.018,50,0.048,N,2/50 unripe,
Cheyenne,,,,,3,,high,black,4,10,2,Re,AAFC05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,5,1,69,Re,Porensky17,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,5,2,26,Re,Chynoweth01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,5,3,86,Lo,Schupp03,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,,,MB,3,,high,black,5,4,77,Re,Pyle010,,,Y,FB,,,1,0.043,,,0.058,0.009,39,0.049,N,3/39 unripe,
Cheyenne,6/21/2022,6/29/2022,2,MB,3,,high,black,5,5,55,Re,JackieOtt2,,,Y,FP_FB,,,2,0.049,,,0.056,0.009,36,0.047,N,,
Cheyenne,6/29/2022,,,MB,3,,high,black,5,6,103,Re,Davies03,,,Y,FB,,,1,0.016,,,0,0,0,0,Y,,
Cheyenne,,,,,3,,high,black,5,7,18,Re,Adler18,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,6/29/2022,2,MB,3,,high,black,5,8,13,Re,Schupp01,,,Y,BS_FB,,,2,0.066,,,0.087,0.011,47,0.075,N,3/47 unripe,
Cheyenne,6/21/2022,,,MB,3,,high,black,5,9,32,Re,Chambers04,,,Y,FB,,,2,0.033,,,0.005,0.002,3,0.0003,Y,,
Cheyenne,6/29/2022,,,RM,3,,high,black,5,10,82,Re,Pyle019,,,Y,FB,,,1,0.015,,,0.001,0,1,0.001,Y,,
Cheyenne,6/3/2022,6/29/2022,3,RM,3,,high,black,6,1,31,Re,Urza1,,,Y,FG_FB,,,6,0.27,,,0.44,0.027,50,0.06,N,11/50 UNRIPE,
Cheyenne,,,,,3,,high,black,6,2,88,Re,Schupp05,,,,,,,,,,,,,,,,,
Cheyenne,6/17/2022,6/29/2022,2,RM,3,,high,black,6,3,86,Re,Schupp03,,,Y,FB,,,3,0.1,,,0.15,0.009,50,0.07,N,,
Cheyenne,,,,,3,,high,black,6,4,83,Re,Reed01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,6,5,81,Re,Pyle017,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,6,6,24,Re,Blumenthal08,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,6,7,95,Re,Wilcox02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,6,8,37,Re,Chambers09,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,7/7/2022,2,MB,3,,high,black,6,9,89,Re,Symstad1,,,Y,FB,,,2,0.058,,,0.057,0.01,44,0.047,N,,
Cheyenne,6/17/2022,,,MB,3,,high,black,6,10,34,Re,Chambers06,,,Y,FB,,,2,0.063,,,0.094,0.014,50,0.054,N,,
Cheyenne,,,,,3,,high,black,7,1,69,Re,Porensky17,,,,,,,,,,,,,,,,,
Cheyenne,6/17/2022,6/29/2022,3,MB,3,,high,black,7,2,42,Re,Downs01,,,Y,FB,,,5,0.163,,,0.178,0.011,50,0.069,N,2/50 unripe,
Cheyenne,6/17/2022,7/7/2022,4,MB,3,,high,black,7,3,59,Re,Lavin01,,,Y,FG_FB,,,5,0.339,,,0.295,0.015,50,0.063,N,,
Cheyenne,6/29/2022,,,MB,3,,high,black,7,4,56,Re,JackieOtt5,,,Y,FB,,,2,0.046,,,0.035,0.008,31,0.026,N,2/31 unripe,
Cheyenne,7/7/2022,,,MB,3,,high,black,7,5,90,Re,Symstad2,,,Y,FB,,,1,0.021,,,0,0,0,0,N,no inflorescence,
Cheyenne,,,,,3,,high,black,7,6,30,Re,Chambers02,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,,,AB,3,,high,black,7,7,102,Re,Shriver02,,,Y,FB,,,1,0.004,,,0,0,0,0,N,No Infloresence,
Cheyenne,6/21/2022,6/29/2022,2,MB,3,,high,black,7,8,51,Re,Holdrege1,,,Y,FB,,,2,0.08,,,0.118,0.01,50,0.084,N,3/50 unripe,
Cheyenne,,,,,3,,high,black,7,9,14,Re,Adler13,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,7,10,25,Re,Symstad6,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,8,1,62,Re,Lee2,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,,,AB,3,,high,black,8,2,47,Re,Fleishman_07,,,Y,FB,,,1,0.007,,,0,0,0,0,N,No infloresence,
Cheyenne,,,,,3,,high,black,8,3,101,Re,Shriver01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,8,4,65,Re,Leger 1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,8,5,73,Re,Pyke8,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,6/29/2022,2,AB,3,,high,black,8,6,24,Re,Blumenthal08,,,Y,FB,,,2,0.064,,,0.125,0.013,50,0.085,N,2/50 unripe,
Cheyenne,,,,,3,,high,black,8,7,87,Lo,Schupp04,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,8,8,61,Re,Lee1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,8,9,65,Re,Leger 1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,8,10,38,Lo,Copeland01,,,,,,,,,,,,,,,,,
Cheyenne,7/7/2022,,,MB,3,,high,black,9,1,17,Re,Adler17,,,Y,FB,,,1,0.077,,,0.007,0,6,0.007,N,,
Cheyenne,,,,,3,,high,black,9,2,12,Re,Schupp02,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,,,MB,3,,high,black,9,3,76,Re,Pyle009,,,Y,FP,,,1,0.093,,,0.1,0.007,50,0.062,N,,
Cheyenne,6/29/2022,7/7/2022,2,AB,3,,high,black,9,4,44,Re,Downs03,,,Y,FB,,,4,0.146,,,0.118,0.019,50,0.09,N,9/50 unripe,
Cheyenne,6/21/2022,7/7/2022,2,MB,3,,high,black,9,5,66,Re,Maron1,,,Y,FP,,,2,0.05,,,0.065,0.006,40,0.058,N,1/40 unripe,
Cheyenne,,,,,3,,high,black,9,6,1,Re,AAFC04,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,,,AB,3,,high,black,9,7,71,Re,Porensky30,,,Y,FG,,,1,0.039,,,0.056,0.01,38,0.046,N,11/38 unripe,
Cheyenne,,,,,3,,high,black,9,8,63,Re,Lee3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,9,9,63,Re,Lee3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,high,black,9,10,18,Re,Adler18,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,,,MB,3,,high,black,10,1,104,Re,Germino BOP 01,,,Y,FB,,,1,0.057,,,0.099,0.012,50,0.062,N,,
Cheyenne,,,,,3,,high,black,10,2,97,Lo,Chynoweth03,,,,,,,,,,,,,,,,,
Cheyenne,6/23/2022,7/7/2022,2,RT,3,,high,black,10,3,54,Re,JackieOtt1,,,Y,FP,,,2,0.09,,,0.12,0.017,50,0.1,N,,
Cheyenne,6/17/2022,6/29/2022,2,RT,3,,high,black,10,4,37,Re,Chambers09,,,Y,FG,,,3,0.09,,,0.12,0.008,50,0.08,Y,1/50 UNRIPE,
Cheyenne,6/23/2022,6/29/2022,2,RT,3,,high,black,10,5,74,Re,Pyke21,,,Y,FB,,,2,0.08,,,0.038,0.025,14,0.011,N,SMUT,
Cheyenne,6/21/2022,6/29/2022,3,RT,3,,high,black,10,6,75,Re,Pyle001,,,Y,FG_FP,,,4,0.15,,,0.18,0.012,50,0.08,N,MISSING INFLORESCENCE,
Cheyenne,6/29/2022,,,AB,3,,high,black,10,7,72,Re,Pyke3,,,Y,FP,,,4,0.085,,,0.05,0.011,50,0.038,N,"25/50 unripe, smut",
Cheyenne,6/23/2022,7/7/2022,3,MB,3,,high,black,10,8,45,Re,Fleishman_01,,,Y,FG_FP,,,3,0.122,,,0.073,0.01,50,0.054,N,,
Cheyenne,,,,,3,,high,black,10,9,36,Re,Chambers08,,,,,,,,,,,,,,,,,
Cheyenne,6/29/2022,,,AB,3,,high,black,10,10,14,Re,Adler13,,,Y,FG,,,1,0.056,,,0.053,0.01,50,0.038,N,28/50 unripe,
Cheyenne,,,,,3,,low,black,1,1,1,Re,AAFC04,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,1,2,14,Re,Adler13,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,1,3,65,Re,Leger 1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,1,4,66,Re,Maron1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,1,5,14,Re,Adler13,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,RT,3,,low,black,2,1,6,Re,AAFC09,,,Y,FG,,,0,0.06,,,0,0,0,0,N,NO SEEDS,
Cheyenne,,,,,3,,low,black,2,2,71,Re,Porensky30,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,2,3,72,Re,Pyke3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,2,4,97,Lo,Chynoweth03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,2,5,69,Re,Porensky17,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,3,1,81,Re,Pyle017,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,3,2,17,Re,Adler17,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,3,3,82,Re,Pyle019,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,3,4,73,Re,Pyke8,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,3,5,43,Re,Downs02,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/22/2022,2,RT,3,,low,black,4,1,86,Re,Schupp03,,,Y,FP,,,2,0.22,,,0,0,0,0,N,"MISSING INFLORESCENCE, NO SEEDS",
Cheyenne,6/30/2022,7/22/2022,2,RT,3,,low,black,4,2,24,Re,Blumenthal08,,,Y,FP,,,1,0.51,,,0,0,0,0,N,"MISSING INFLORESCENCE, NO SEEDS",
Cheyenne,,,,,3,,low,black,4,3,96,Re,Chynoweth02,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,4,4,28,Re,Bradford01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,4,5,87,Re,Schupp04,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,7/22/2022,3,RT,3,,low,black,5,1,53,Re,Hufft2,,,Y,FG,,,3,0.53,,,0.09,0.06,47,0.028,N,"47/47 UNRIPE, MISSING INFLORESCENCE",
Cheyenne,7/22/2022,,,RT,3,,low,black,5,2,90,Re,Symstad2,,,Y,FG,,,0,0.15,,,0,0,0,0,N,NO SEEDS,
Cheyenne,,,,,3,,low,black,5,3,49,Re,Getts3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,5,4,59,Re,Lavin01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,5,5,98,Lo,Chynoweth05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,6,1,77,Re,Pyle010,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,6,2,101,Re,Shriver01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,6,3,37,Re,Chambers09,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,6,4,63,Re,Lee3,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,6,5,45,Re,Fleishman_01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,7,1,97,Re,Chynoweth03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,7,2,13,Re,Schupp01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,7,3,104,Re,Germino BOP 01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,7,4,38,Lo,Copeland01,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,7,5,93,Lo,Urza2,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,8,1,36,Re,Chambers08,,,,,,,,,,,,,,,,,
Cheyenne,6/21/2022,7/22/2022,3,RT,3,,low,black,8,2,9,Re,Adler05,,,Y,FG_FP,,,18,2.09,,,0.3,0.033,50,0.08,N,"12/50 UNRIPE, MISSING INFLORESCENCE",
Cheyenne,,,,,3,,low,black,8,3,44,Re,Downs03,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,8,4,105,Re,Blumenthal10,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/22/2022,2,MB,3,,low,black,8,5,58,Re,JackieOtt7,,,Y,FG,,,1,0.119,,,0.023,0.003,21,0.021,N,1 envelope empty (no sample),
Cheyenne,,,,,3,,low,black,9,1,55,Re,JackieOtt2,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,9,2,30,Re,Chambers02,,,,,,,,,,,,,,,,,
Cheyenne,7/22/2022,,,MB,3,,low,black,9,3,79,Re,Pyle015,,,Y,FB,,,,0.342,,,0,0,0,0,N,broken pieces of stem and leaves,
Cheyenne,,,,,3,,low,black,9,4,92,Re,Symstad4,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,9,5,61,Re,Lee1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,10,1,62,Re,Lee2,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/22/2022,2,MB,3,,low,black,10,2,54,Re,JackieOtt1,,,Y,FG,,,1,0.31,,,0.046,0.009,42,0.035,N,,
Cheyenne,,,,,3,,low,black,10,3,33,Re,Chambers05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,10,4,89,Re,Symstad1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,10,5,56,Re,JackieOtt5,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,11,1,52,Re,Hufft1,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,11,2,11,Re,Adler09,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,11,3,32,Re,Chambers04,,,,,,,,,,,,,,,,,
Cheyenne,6/30/2022,7/22/2022,2,MW,3,,low,black,11,4,91,Re,Symstad3,,,Y,FG,,,4,1.5,,,0.18,0.015,50,0.06,N,19/50 UNRIPE,
Cheyenne,,,,,3,,low,black,11,5,88,Lo,Schupp05,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,12,1,18,Re,Adler18,,,,,,,,,,,,,,,,,
Cheyenne,,,,,3,,low,black,12,2,75,Re,Pyle001,,,,,,,,,,,,,,,,,
