block,plot,x,y,harvest_date,density,albedo,live_harvest,v_harvest,harvest,tillers,biomass_whole,inflor_mass,note_standard_harvest,plantID,site,year,genotype,jday,live,v,herbivory,frost_heave,notes,mean_flower
10,2,11,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3003,CH,2023,74,161.45454545454547,Y,V3,NA,NA,D,161.45454545454547
2,3,2,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_554,CH,2023,74,161.45454545454547,Y,V1,NA,NA,D,161.45454545454547
4,1,7,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_967,CH,2023,74,161.45454545454547,Y,V1,NA,NA,E,161.45454545454547
8,1,3,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2259,CH,2023,74,161.45454545454547,N,NA,NA,NA,D,161.45454545454547
9,2,6,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2646,CH,2023,75,163.16666666666666,Y,V3,NA,NA,D,163.16666666666666
2,2,7,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_407,CH,2023,75,163.16666666666666,N,NA,NA,NA,NA,163.16666666666666
5,1,2,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1314,CH,2023,75,163.16666666666666,N,NA,NA,NA,D,163.16666666666666
4,3,2,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1162,CH,2023,75,163.16666666666666,N,NA,NA,NA,D,163.16666666666666
4,4,5,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1205,CH,2023,75,163.16666666666666,N,NA,NA,NA,D,163.16666666666666
3,2,5,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_773,CH,2023,75,163.16666666666666,N,NA,NA,NA,D,163.16666666666666
8,4,15,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2559,CH,2023,75,163.16666666666666,Y,V2,NA,NA,D,163.16666666666666
6,2,2,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1746,CH,2023,75,163.16666666666666,Y,V3,NA,NA,D,163.16666666666666
5,3,3,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1467,CH,2023,75,163.16666666666666,Y,V2,NA,NA,D,163.16666666666666
10,3,8,7,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3096,CH,2023,75,163.16666666666666,Y,V2,NA,NA,E,163.16666666666666
10,4,5,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3125,CH,2023,75,163.16666666666666,N,NA,NA,NA,D,163.16666666666666
8,2,11,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2379,CH,2023,75,163.16666666666666,Y,V2,NA,NA,"D, FH",163.16666666666666
5,2,3,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1363,CH,2023,75,163.16666666666666,N,NA,NA,NA,D,163.16666666666666
3,4,4,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_900,CH,2023,75,163.16666666666666,Y,V2,NA,NA,"E, FH",163.16666666666666
3,2,16,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_752,CH,2023,75,163.16666666666666,Y,V2,NA,NA,D,163.16666666666666
10,4,3,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3123,CH,2023,75,163.16666666666666,N,NA,NA,NA,D,163.16666666666666
9,3,8,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2800,CH,2023,75,163.16666666666666,N,NA,NA,NA,NA,163.16666666666666
1,1,6,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_38,CH,2023,75,163.16666666666666,Y,V3+,NA,NA,D,163.16666666666666
5,2,3,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1411,CH,2023,75,163.16666666666666,Y,V2,NA,NA,D,163.16666666666666
2,1,1,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_353,CH,2023,75,163.16666666666666,Y,V1,NA,NA,D,163.16666666666666
1,2,8,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_120,CH,2023,75,163.16666666666666,Y,V3,NA,NA,D,163.16666666666666
10,1,1,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2937,CH,2023,75,163.16666666666666,N,NA,NA,NA,NA,163.16666666666666
3,3,5,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_877,CH,2023,75,163.16666666666666,Y,V2,NA,NA,E,163.16666666666666
9,3,6,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2734,CH,2023,75,163.16666666666666,N,NA,NA,NA,NA,163.16666666666666
3,1,5,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_677,CH,2023,75,163.16666666666666,N,NA,NA,NA,NA,163.16666666666666
3,2,8,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_760,CH,2023,75,163.16666666666666,Y,V3+,NA,NA,"D, FH",163.16666666666666
1,4,3,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_307,CH,2023,75,163.16666666666666,Y,V3,NA,NA,D,163.16666666666666
7,4,4,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2228,CH,2023,75,163.16666666666666,Y,V2,NA,NA,D,163.16666666666666
4,2,8,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1064,CH,2023,75,163.16666666666666,Y,V3,NA,NA,D,163.16666666666666
8,1,5,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2285,CH,2023,75,163.16666666666666,Y,V3+,NA,NA,E,163.16666666666666
2,4,6,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_566,CH,2023,75,163.16666666666666,Y,V3,NA,NA,D,163.16666666666666
10,2,16,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2992,CH,2023,75,163.16666666666666,N,NA,NA,NA,D,163.16666666666666
9,1,1,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2633,CH,2023,75,163.16666666666666,Y,V2,NA,NA,D,163.16666666666666
9,4,11,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2859,CH,2023,75,163.16666666666666,Y,V3+,NA,NA,D,163.16666666666666
6,3,1,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1785,CH,2023,75,163.16666666666666,N,NA,NA,NA,NA,163.16666666666666
5,4,1,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1585,CH,2023,75,163.16666666666666,Y,V2,NA,NA,D,163.16666666666666
10,3,5,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3085,CH,2023,75,163.16666666666666,Y,V2,NA,NA,E,163.16666666666666
6,1,4,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1652,CH,2023,75,163.16666666666666,Y,V1,NA,NA,D,163.16666666666666
4,1,1,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1001,CH,2023,75,163.16666666666666,N,NA,NA,NA,D,163.16666666666666
2,3,2,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_498,CH,2023,75,163.16666666666666,Y,V1,NA,NA,D,163.16666666666666
8,2,13,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2349,CH,2023,76,157.5,Y,V3,NA,NA,D,157.5
5,2,12,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1420,CH,2023,76,157.5,Y,V2,NA,NA,D,157.5
7,1,4,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1940,CH,2023,76,157.5,Y,V3+,NA,NA,E,157.5
5,3,6,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1502,CH,2023,76,157.5,N,NA,NA,NA,D,157.5
4,1,2,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_970,CH,2023,76,157.5,Y,V2,NA,NA,D,157.5
9,4,3,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2803,CH,2023,76,157.5,Y,V3,NA,NA,"D, FH",157.5
10,3,6,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3102,CH,2023,76,157.5,Y,V3,NA,NA,E,157.5
4,4,8,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1224,CH,2023,76,157.5,N,NA,NA,NA,D,157.5
6,4,7,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1847,CH,2023,76,157.5,Y,V2,NA,NA,D,157.5
6,2,13,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1725,CH,2023,76,157.5,Y,V3,NA,NA,D,157.5
10,4,11,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3163,CH,2023,76,157.5,Y,V0,NA,NA,E,157.5
3,1,1,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_713,CH,2023,76,157.5,Y,V3,NA,NA,E,157.5
3,4,8,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_888,CH,2023,76,157.5,Y,V3,NA,NA,"D, FH",157.5
1,2,8,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_152,CH,2023,76,157.5,Y,V2,NA,NA,D,157.5
5,1,8,9,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1352,CH,2023,76,157.5,N,NA,NA,NA,D,157.5
8,1,2,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2282,CH,2023,76,157.5,N,NA,NA,NA,D,157.5
2,3,1,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_489,CH,2023,76,157.5,N,NA,NA,NA,D,157.5
4,2,5,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1093,CH,2023,76,157.5,Y,V2,NA,NA,D,157.5
8,4,16,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2560,CH,2023,76,157.5,N,NA,NA,NA,D,157.5
9,2,4,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2660,CH,2023,76,157.5,Y,V2,NA,NA,D,157.5
9,1,6,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2574,CH,2023,76,157.5,N,NA,NA,NA,D,157.5
7,2,5,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2053,CH,2023,76,157.5,Y,V3,NA,NA,D,157.5
9,3,6,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2782,CH,2023,76,157.5,N,NA,NA,NA,NA,157.5
1,4,2,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_274,CH,2023,76,157.5,Y,V2,NA,NA,D,157.5
1,3,2,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_202,CH,2023,76,157.5,Y,V2,NA,NA,E,157.5
2,1,4,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_396,CH,2023,76,157.5,Y,V2,NA,NA,E,157.5
3,3,4,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_828,CH,2023,76,157.5,Y,V1,NA,NA,D,157.5
7,4,12,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2172,CH,2023,76,157.5,Y,V1,NA,NA,"D, FH",157.5
3,2,14,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_782,CH,2023,76,157.5,Y,V3+,NA,NA,D,157.5
10,2,5,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3013,CH,2023,76,157.5,N,NA,NA,NA,FH,157.5
10,1,5,8,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2941,CH,2023,77,167.0909090909091,N,NA,NA,NA,D,167.0909090909091
1,4,3,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_259,CH,2023,77,167.0909090909091,Y,V3,NA,NA,D,167.0909090909091
6,3,7,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1767,CH,2023,77,167.0909090909091,Y,V2,NA,NA,D,167.0909090909091
2,1,6,4,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_350,CH,2023,77,167.0909090909091,Y,V2,NA,NA,D,167.0909090909091
9,2,15,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2655,CH,2023,77,167.0909090909091,N,NA,NA,NA,NA,167.0909090909091
7,2,16,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2048,CH,2023,77,167.0909090909091,Y,V1,NA,NA,D,167.0909090909091
4,4,8,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1208,CH,2023,77,167.0909090909091,N,NA,NA,NA,D,167.0909090909091
5,3,1,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1441,CH,2023,77,167.0909090909091,N,NA,NA,NA,NA,167.0909090909091
9,4,1,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2801,CH,2023,77,167.0909090909091,Y,V2,NA,NA,D,167.0909090909091
4,2,13,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1117,CH,2023,77,167.0909090909091,Y,NA,NA,NA,NA,167.0909090909091
7,1,5,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1997,CH,2023,77,167.0909090909091,Y,V2,NA,NA,"D, FH",167.0909090909091
4,1,5,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_981,CH,2023,77,167.0909090909091,Y,V2,NA,NA,D,167.0909090909091
6,2,9,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1705,CH,2023,77,167.0909090909091,Y,V2,NA,NA,D,167.0909090909091
3,2,8,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_728,CH,2023,77,167.0909090909091,Y,V3+,NA,NA,D,167.0909090909091
2,2,16,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_432,CH,2023,77,167.0909090909091,Y,V1,NA,NA,D,167.0909090909091
7,3,3,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2083,CH,2023,77,167.0909090909091,Y,V2,NA,NA,D,167.0909090909091
3,3,8,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_848,CH,2023,77,167.0909090909091,Y,V1,NA,NA,"E, FH",167.0909090909091
3,1,6,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_678,CH,2023,77,167.0909090909091,Y,V2,NA,NA,E,167.0909090909091
6,1,8,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1640,CH,2023,77,167.0909090909091,Y,V2,NA,NA,E,167.0909090909091
8,4,5,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2549,CH,2023,77,167.0909090909091,N,NA,NA,NA,D,167.0909090909091
10,2,16,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3040,CH,2023,77,167.0909090909091,Y,V0,NA,NA,E,167.0909090909091
4,3,4,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1140,CH,2023,77,167.0909090909091,N,NA,NA,NA,D,167.0909090909091
5,1,8,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1304,CH,2023,77,167.0909090909091,N,NA,NA,NA,D,167.0909090909091
8,1,4,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2244,CH,2023,77,167.0909090909091,Y,V3+,NA,NA,E,167.0909090909091
5,2,1,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1409,CH,2023,77,167.0909090909091,N,NA,NA,NA,D,167.0909090909091
9,1,7,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2607,CH,2023,77,167.0909090909091,N,NA,NA,NA,D,167.0909090909091
8,2,3,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2323,CH,2023,77,167.0909090909091,N,NA,NA,NA,NA,167.0909090909091
2,3,1,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_545,CH,2023,77,167.0909090909091,Y,V1,NA,NA,D,167.0909090909091
1,1,4,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_76,CH,2023,77,167.0909090909091,Y,V2,NA,NA,D,167.0909090909091
1,1,7,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_39,CH,2023,77,167.0909090909091,Y,V2,NA,NA,D,167.0909090909091
4,1,6,4,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_990,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
6,1,6,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1614,CH,2023,79,165.75,N,NA,NA,NA,NA,165.75
9,3,7,3,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2743,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
3,2,1,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_737,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
4,1,8,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1016,CH,2023,79,165.75,Y,V2,NA,NA,D,165.75
4,3,3,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1123,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
5,2,8,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1416,CH,2023,79,165.75,Y,V3,NA,NA,D,165.75
10,4,15,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3199,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
6,3,1,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1833,CH,2023,79,165.75,Y,V2,NA,NA,D,165.75
10,3,4,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3044,CH,2023,79,165.75,N,NA,NA,NA,NA,165.75
1,3,1,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_233,CH,2023,79,165.75,Y,V1,NA,NA,D,165.75
7,2,8,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2056,CH,2023,79,165.75,Y,V3+,NA,NA,"D, FH",165.75
4,2,7,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1111,CH,2023,79,165.75,Y,NA,NA,NA,NA,165.75
3,1,4,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_716,CH,2023,79,165.75,Y,V2,NA,NA,E,165.75
7,4,1,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2193,CH,2023,79,165.75,Y,V0,NA,NA,D,165.75
9,3,8,7,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2776,CH,2023,79,165.75,N,NA,NA,NA,NA,165.75
1,1,7,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_79,CH,2023,79,165.75,Y,V2,NA,NA,D,165.75
8,4,9,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2553,CH,2023,79,165.75,Y,V1,NA,NA,D,165.75
5,1,5,9,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1349,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
2,4,13,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_605,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
4,4,16,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1248,CH,2023,79,165.75,Y,V3,NA,NA,D,165.75
6,1,5,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1645,CH,2023,79,165.75,N,NA,NA,NA,NA,165.75
9,4,15,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2831,CH,2023,79,165.75,Y,V3+,NA,NA,E,165.75
1,4,10,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_250,CH,2023,79,165.75,Y,V2,NA,NA,D,165.75
9,2,12,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2700,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
8,3,8,6,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2448,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
8,2,8,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2360,CH,2023,79,165.75,Y,V3+,NA,NA,D,165.75
9,1,2,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2634,CH,2023,79,165.75,Y,V3,NA,NA,D,165.75
7,3,3,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2147,CH,2023,79,165.75,Y,V1,NA,NA,"D, FH",165.75
10,2,7,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2983,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
3,3,1,4,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_825,CH,2023,79,165.75,Y,V2,NA,NA,D,165.75
1,2,14,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_94,CH,2023,79,165.75,Y,V1,NA,NA,D,165.75
2,2,2,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_418,CH,2023,79,165.75,Y,V3+,NA,NA,E,165.75
5,3,7,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1447,CH,2023,79,165.75,N,NA,NA,NA,D,165.75
2,1,8,2,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_336,CH,2023,79,165.75,Y,V2,NA,NA,D,165.75
2,2,9,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_457,CH,2023,79,165.75,Y,V2,NA,NA,D,165.75
1,4,5,2,2023-07-25,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_261,CH,2023,81,163.75,N,NA,NA,NA,NA,163.75
5,2,7,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1383,CH,2023,81,163.75,Y,V3,NA,NA,D,163.75
5,1,6,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1326,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
2,2,16,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_416,CH,2023,81,163.75,Y,V2,NA,NA,D,163.75
10,1,4,10,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2956,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
1,2,15,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_95,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
3,2,1,4,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_769,CH,2023,81,163.75,Y,V2,NA,NA,D,163.75
7,4,13,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2237,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
6,2,15,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1695,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
9,4,10,1,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2810,CH,2023,81,163.75,Y,V3,NA,NA,D,163.75
2,3,4,10,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_556,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
3,3,1,9,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_865,CH,2023,81,163.75,Y,V2,NA,NA,"E, FH",163.75
9,1,3,1,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2563,CH,2023,81,163.75,N,NA,NA,NA,NA,163.75
7,2,6,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2070,CH,2023,81,163.75,Y,V3,NA,NA,D,163.75
1,1,7,4,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_31,CH,2023,81,163.75,Y,V3+,NA,NA,D,163.75
8,3,4,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2404,CH,2023,81,163.75,Y,V3,NA,NA,E,163.75
4,2,15,1,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1055,CH,2023,81,163.75,Y,V2,NA,NA,D,163.75
6,4,6,5,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1910,CH,2023,81,163.75,Y,V0,NA,NA,E,163.75
10,2,8,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3000,CH,2023,81,163.75,Y,V3,NA,NA,"D,FH",163.75
8,1,3,9,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_2307,CH,2023,81,163.75,Y,V2,NA,NA,E,163.75
6,1,3,5,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1635,CH,2023,81,163.75,Y,V2,NA,NA,E,163.75
4,4,11,2,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1227,CH,2023,81,163.75,Y,V3,NA,NA,D,163.75
2,4,7,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_615,CH,2023,81,163.75,Y,V3,NA,NA,D,163.75
9,2,9,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2665,CH,2023,81,163.75,Y,V3,NA,NA,D,163.75
2,1,4,3,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_340,CH,2023,81,163.75,Y,V2,NA,NA,D,163.75
10,3,1,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3041,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
7,3,2,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2090,CH,2023,81,163.75,Y,V3,NA,NA,E,163.75
8,4,15,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_2543,CH,2023,81,163.75,Y,V2,NA,NA,"E, FH",163.75
6,3,1,2,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1769,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
4,1,8,9,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_1032,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
5,4,4,3,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_1556,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
5,3,4,7,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_1492,CH,2023,81,163.75,N,NA,NA,NA,D,163.75
3,1,3,6,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_683,CH,2023,81,163.75,Y,V2,NA,NA,"E, FH",163.75
8,2,5,3,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2357,CH,2023,81,163.75,Y,V3,NA,NA,D,163.75
9,3,3,8,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_2779,CH,2023,81,163.75,N,NA,NA,NA,FH,163.75
10,4,3,4,NA,low,white,N,NA,NA,NA,NA,0,NA,CH_2023_3171,CH,2023,81,163.75,Y,V2,NA,NA,D,163.75
2,1,8,7,NA,high,black,N,NA,NA,NA,NA,0,NA,CH_2023_376,CH,2023,82,159.75,N,NA,NA,NA,D,159.75
10,3,3,1,NA,high,white,N,NA,NA,NA,NA,0,NA,CH_2023_3043,CH,2023,82,159.75,Y,V0,NA,NA,E,159.75
7,2,7,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2071,CH,2023,82,159.75,Y,V3+,NA,NA,E,159.75
9,2,2,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_2706,CH,2023,82,159.75,N,NA,NA,NA,D,159.75
6,2,6,2,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_1702,CH,2023,82,159.75,Y,V2,NA,NA,D,159.75
10,2,3,5,NA,low,black,N,NA,NA,NA,NA,0,NA,CH_2023_3027,CH,2023,82,159.75,N,NA,NA,NA,D,159.75
