"plantID","jday","live","v","length_mm","herbivory","frost_heave","notes"
"SS2023_758",144,"Y","BS",NA,"","",""
"SS2023_758",156,"Y","FG",NA,"","",""
"SS2023_759",-68,"N",NA,NA,"","",""
"SS2023_759",115,"N",NA,NA,"","Y",""
"SS2023_759",129,"N",NA,NA,"","",""
"SS2023_759",144,"N",NA,NA,"","",""
"SS2023_759",156,"N",NA,NA,"","",""
"SS2023_76",-68,"Y","V0",1,"","",""
"SS2023_76",114,"N",NA,NA,"","",""
"SS2023_76",129,"N",NA,NA,"","",""
"SS2023_76",144,"N",NA,NA,"","",""
"SS2023_76",156,"N",NA,NA,"","",""
"SS2023_760",-68,"Y","V1",49,"","",""
"SS2023_760",115,"N","V0",NA,"","",""
"SS2023_760",129,"N","V0",NA,"","",""
"SS2023_760",144,"N",NA,NA,"","",""
"SS2023_760",156,"N",NA,NA,"","",""
"SS2023_761",-68,"Y","V1",48,"","",""
"SS2023_761",115,"Y","V1",NA,"","",""
"SS2023_761",129,"Y","V3",NA,"","",""
"SS2023_761",144,"Y","V3+",NA,"","",""
"SS2023_761",156,"Y","V3+",NA,"","",""
"SS2023_762",-68,"Y","V1",57,"","",""
"SS2023_762",115,"Y","V2",NA,"Y","",""
"SS2023_762",129,"Y","V3+",NA,"Y","",""
"SS2023_762",144,"Y","V3+",NA,"","",""
"SS2023_762",156,"Y","FG",NA,"","",""
"SS2023_763",-68,"N",NA,NA,"","",""
"SS2023_763",115,"N",NA,NA,"","Y",""
"SS2023_763",129,"N",NA,NA,"","",""
"SS2023_763",144,"N",NA,NA,"","",""
"SS2023_763",156,"N",NA,NA,"","",""
"SS2023_764",-68,"Y","V1",39,"","",""
"SS2023_764",115,"Y","V1",NA,"","",""
"SS2023_764",129,"Y","V3",NA,"","",""
"SS2023_764",144,"Y","V3+",NA,"","",""
"SS2023_764",156,"Y","V3+",NA,"","",""
"SS2023_765",-68,"Y","V1",42,"","",""
"SS2023_765",115,"N",NA,NA,"","",""
"SS2023_765",129,"N",NA,NA,"","",""
"SS2023_765",144,"N",NA,NA,"","",""
"SS2023_765",156,"N",NA,NA,"","",""
"SS2023_766",-68,"N",NA,NA,"","",""
"SS2023_766",115,"Y","V1",NA,"","Y",""
"SS2023_766",129,"N",NA,NA,"","",""
"SS2023_766",144,"N",NA,NA,"","",""
"SS2023_766",156,"N",NA,NA,"","",""
"SS2023_767",-68,"N",NA,NA,"","",""
"SS2023_767",115,"N",NA,NA,"","Y",""
"SS2023_767",129,"N",NA,NA,"","",""
"SS2023_767",144,"N",NA,NA,"","",""
"SS2023_767",156,"N",NA,NA,"","",""
"SS2023_768",-68,"Y","V1",35,"","",""
"SS2023_768",115,"Y","V2",NA,"","Y",""
"SS2023_768",129,"Y","V2",NA,"","",""
"SS2023_768",144,"Y","V3+",NA,"","",""
"SS2023_768",156,"Y","FG",NA,"","",""
"SS2023_769",-68,"Y","V0",6,"","",""
"SS2023_769",115,"N",NA,NA,"","Y",""
"SS2023_769",129,"N",NA,NA,"","",""
"SS2023_769",144,"N",NA,NA,"","",""
"SS2023_769",156,"N",NA,NA,"","",""
"SS2023_77",-68,"N",NA,NA,"","",""
"SS2023_77",114,"N",NA,NA,"","",""
"SS2023_77",129,"N",NA,NA,"","",""
"SS2023_77",144,"N",NA,NA,"","",""
"SS2023_77",156,"N",NA,NA,"","",""
"SS2023_770",-68,"N",NA,NA,"","",""
"SS2023_770",115,"N",NA,NA,"","Y",""
"SS2023_770",129,"N",NA,NA,"","",""
"SS2023_770",144,"N",NA,NA,"","",""
"SS2023_770",156,"N",NA,NA,"","",""
"SS2023_771",-68,"Y","V2",50,"","",""
"SS2023_771",115,"Y","V1",NA,"","Y",""
"SS2023_771",129,"Y","V3+",NA,"","",""
"SS2023_771",144,"Y","V3+",NA,"","",""
"SS2023_771",156,"Y","FG",NA,"","",""
"SS2023_772",-68,"Y","V1",32,"","",""
"SS2023_772",115,"Y","V1",NA,"","Y",""
"SS2023_772",129,"N",NA,NA,"","",""
"SS2023_772",144,"N",NA,NA,"","",""
"SS2023_772",156,"N",NA,NA,"","",""
"SS2023_773",-68,"Y","V1",22,"","",""
"SS2023_773",115,"Y","V2",NA,"","",""
"SS2023_773",129,"Y","V2",NA,"","",""
"SS2023_773",144,"Y","V3",NA,"","","DYING"
"SS2023_773",156,"N",NA,NA,"","",""
"SS2023_774",-68,"Y","V1",57,"","",""
"SS2023_774",115,"Y","V1",NA,"","",""
"SS2023_774",129,"Y","V3+",NA,"","",""
"SS2023_774",144,"Y","V3+",NA,"","",""
"SS2023_774",156,"Y","FG",NA,"","",""
"SS2023_775",-68,"Y","V1",50,"","",""
"SS2023_775",115,"Y","V1",NA,"","",""
"SS2023_775",129,"Y","V3+",NA,"","",""
"SS2023_775",144,"Y","V3+",NA,"","",""
"SS2023_775",156,"Y","FG",NA,"","",""
"SS2023_776",-68,"Y","V1",47,"","",""
"SS2023_776",115,"Y","V2",NA,"","",""
"SS2023_776",129,"Y","V3+",NA,"","",""
"SS2023_776",144,"Y","V3+",NA,"","",""
"SS2023_776",156,"Y","FG",NA,"","",""
"SS2023_777",-68,"Y","V1",50,"","",""
"SS2023_777",115,"Y","V1",NA,"","",""
"SS2023_777",129,"Y","V3",NA,"","",""
"SS2023_777",144,"Y","V3+",NA,"","",""
"SS2023_777",156,"Y","V3+",NA,"","",""
"SS2023_778",-68,"Y","V0",38,"","",""
"SS2023_778",115,"Y","V1",NA,"","","DYING"
"SS2023_778",129,"Y","V2",NA,"","",""
"SS2023_778",144,"Y","V3+",NA,"","",""
"SS2023_778",156,"Y","BS",NA,"","",""
"SS2023_779",-68,"Y","V1",43,"","",""
"SS2023_779",115,"Y","V2",NA,"","",""
"SS2023_779",129,"Y","V3+",NA,"","",""
"SS2023_779",144,"Y","V3+",NA,"","",""
"SS2023_779",156,"Y","V3+",NA,"","",""
"SS2023_78",-68,"Y","V1",22,"","",""
"SS2023_78",114,"Y","V2",NA,"","",""
"SS2023_78",129,"Y","V2",NA,"","",""
"SS2023_78",144,"Y","BS",NA,"","",""
"SS2023_78",156,"Y","FG",NA,"","",""
"SS2023_780",-68,"Y","V1",40,"","",""
"SS2023_780",115,"Y","V2",NA,"","",""
"SS2023_780",129,"Y","V2",NA,"","",""
"SS2023_780",144,"Y","V3+",NA,"","",""
"SS2023_780",156,"Y","FG",NA,"","",""
"SS2023_781",-68,"N",NA,NA,"","",""
"SS2023_781",115,"Y","V0",NA,"","",""
"SS2023_781",129,"N",NA,NA,"","",""
"SS2023_781",144,"N",NA,NA,"","",""
"SS2023_781",156,"N",NA,NA,"","",""
"SS2023_782",-68,"Y","V1",53,"","",""
"SS2023_782",115,"Y","V1",NA,"","",""
"SS2023_782",129,"Y","V2",NA,"","",""
"SS2023_782",144,"Y","V3+",NA,"","",""
"SS2023_782",156,"Y","BS",NA,"","",""
"SS2023_783",-68,"Y","V1",48,"","",""
"SS2023_783",115,"Y","V2",NA,"","",""
"SS2023_783",129,"Y","V3",NA,"","",""
"SS2023_783",144,"Y","V3+",NA,"","",""
"SS2023_783",156,"Y","FG",NA,"","",""
"SS2023_784",-68,"Y","V1",45,"","",""
"SS2023_784",115,"Y","V1",NA,"","",""
"SS2023_784",129,"Y","V2",NA,"","",""
"SS2023_784",144,"Y","V3+",NA,"","",""
"SS2023_784",156,"Y","FG",NA,"","",""
"SS2023_785",-68,"Y","V1",35,"","",""
"SS2023_785",115,"Y","V1",NA,"","Y",""
"SS2023_785",129,"Y","V2",NA,"","",""
"SS2023_785",144,"Y","V3",NA,"","",""
"SS2023_785",156,"Y","BS",NA,"","","VERY SMALL"
"SS2023_786",-68,"N",NA,NA,"","",""
"SS2023_786",115,"Y","V0",NA,"","Y",""
"SS2023_786",129,"N",NA,NA,"","",""
"SS2023_786",144,"N",NA,NA,"","",""
"SS2023_786",156,"N",NA,NA,"","",""
"SS2023_787",-68,"Y","V1",38,"","",""
"SS2023_787",115,"N",NA,NA,"","",""
"SS2023_787",129,"N",NA,NA,"","",""
"SS2023_787",144,"N",NA,NA,"","",""
"SS2023_787",156,"N",NA,NA,"","",""
"SS2023_788",-68,"N",NA,NA,"","",""
"SS2023_788",115,"N",NA,NA,"","",""
"SS2023_788",129,"N",NA,NA,"","",""
"SS2023_788",144,"N",NA,NA,"","",""
"SS2023_788",156,"N",NA,NA,"","",""
"SS2023_789",-68,"Y","V1",42,"","",""
"SS2023_789",115,"Y","V2",NA,"","",""
"SS2023_789",129,"Y","V3",NA,"","",""
"SS2023_789",144,"Y","V3+",NA,"","",""
"SS2023_789",156,"Y","FG",NA,"","",""
"SS2023_79",-68,"N",NA,NA,"","",""
"SS2023_79",114,"N",NA,NA,"","",""
"SS2023_79",129,"N",NA,NA,"","",""
"SS2023_79",144,"N",NA,NA,"","",""
"SS2023_79",156,"N",NA,NA,"","",""
"SS2023_790",-68,"Y","V1",53,"","",""
"SS2023_790",115,"Y","V2",NA,"","",""
"SS2023_790",129,"Y","V3+",NA,"Y","",""
"SS2023_790",144,"Y","V3+",NA,"","",""
"SS2023_790",156,"Y","FG",NA,"","",""
"SS2023_791",-68,"Y","V0",7,"","",""
"SS2023_791",115,"Y","V0",NA,"","",""
"SS2023_791",129,"Y","V2",NA,"","",""
"SS2023_791",144,"Y","V3+",NA,"","",""
"SS2023_791",156,"Y","BS",NA,"","",""
"SS2023_792",-68,"N",NA,NA,"","",""
"SS2023_792",115,"N","V0",NA,"","Y",""
"SS2023_792",129,"N",NA,NA,"","",""
"SS2023_792",144,"N",NA,NA,"","",""
"SS2023_792",156,"N",NA,NA,"","",""
"SS2023_793",-68,"N",NA,NA,"","",""
"SS2023_793",115,"N",NA,NA,"","Y",""
"SS2023_793",129,"N",NA,NA,"","",""
"SS2023_793",144,"N",NA,NA,"","",""
"SS2023_793",156,"N",NA,NA,"","",""
"SS2023_794",-68,"Y","V1",42,"","",""
"SS2023_794",115,"Y","V2",NA,"","",""
"SS2023_794",129,"Y","V3+",NA,"","",""
"SS2023_794",144,"Y","V3+",NA,"","",""
"SS2023_794",156,"Y","FG",NA,"","",""
"SS2023_795",-68,"Y","V1",34,"","",""
"SS2023_795",115,"Y","V2",NA,"","",""
"SS2023_795",129,"Y","V3+",NA,"","",""
"SS2023_795",144,"Y","V3+",NA,"","",""
"SS2023_795",156,"Y","FG",NA,"","",""
"SS2023_796",-68,"Y","V1",44,"","",""
"SS2023_796",115,"Y","V1",NA,"","",""
"SS2023_796",129,"Y","V2",NA,"","",""
"SS2023_796",144,"Y","V3+",NA,"","",""
"SS2023_796",156,"Y","FG",NA,"","",""
"SS2023_797",-68,"Y","V1",33,"","",""
"SS2023_797",115,"Y","V1",NA,"","",""
"SS2023_797",129,"Y","V2",NA,"","",""
"SS2023_797",144,"Y","V3+",NA,"","",""
"SS2023_797",156,"Y","V3+",NA,"","",""
"SS2023_798",-68,"Y","V1",32,"","",""
"SS2023_798",115,"Y","V2",NA,"","",""
"SS2023_798",129,"Y","V3+",NA,"","",""
"SS2023_798",144,"Y","V3+",NA,"","",""
"SS2023_798",156,"Y","V3+",NA,"","",""
"SS2023_799",-68,"Y","V1",40,"","",""
"SS2023_799",115,"N",NA,NA,"","Y",""
"SS2023_799",129,"N",NA,NA,"","",""
"SS2023_799",144,"N",NA,NA,"","",""
"SS2023_799",156,"N",NA,NA,"","",""
"SS2023_8",-68,"N",NA,NA,"","",""
"SS2023_8",114,"N",NA,NA,"","",""
"SS2023_8",129,"N",NA,NA,"","",""
"SS2023_8",144,"N",NA,NA,"","",""
"SS2023_8",156,"N",NA,NA,"","",""
"SS2023_80",-68,"Y","V1",34,"","",""
"SS2023_80",114,"Y","V1",NA,"","",""
"SS2023_80",129,"N","V1",NA,"","",""
"SS2023_80",144,"N","V1",NA,"","",""
"SS2023_80",156,"N",NA,NA,"","",""
"SS2023_800",-68,"N",NA,NA,"","",""
"SS2023_800",115,"N",NA,NA,"","",""
"SS2023_800",129,"N",NA,NA,"","",""
"SS2023_800",144,"N",NA,NA,"","",""
"SS2023_800",156,"N",NA,NA,"","",""
"SS2023_801",-68,"Y","V0",20,"","",""
"SS2023_801",115,"Y","V3",NA,"","",""
"SS2023_801",129,"Y","V3+",NA,"","",""
"SS2023_801",144,"Y","BS",NA,"","",""
"SS2023_801",156,"Y","FG",NA,"","",""
"SS2023_802",-68,"N",NA,NA,"","",""
"SS2023_802",115,"N",NA,NA,"","",""
"SS2023_802",129,"N",NA,NA,"","",""
"SS2023_802",144,"N",NA,NA,"","",""
"SS2023_802",156,"N",NA,NA,"","",""
"SS2023_803",-68,"N",NA,NA,"","",""
"SS2023_803",115,"N",NA,NA,"","",""
"SS2023_803",129,"N",NA,NA,"","",""
"SS2023_803",144,"N",NA,NA,"","",""
"SS2023_803",156,"N",NA,NA,"","",""
"SS2023_804",-68,"N",NA,NA,"","",""
"SS2023_804",115,"N",NA,NA,"","",""
"SS2023_804",129,"N",NA,NA,"","",""
"SS2023_804",144,"N",NA,NA,"","",""
"SS2023_804",156,"N",NA,NA,"","",""
"SS2023_805",-68,"N",NA,NA,"","",""
"SS2023_805",115,"Y","V0",NA,"","",""
"SS2023_805",129,"N",NA,NA,"","",""
"SS2023_805",144,"N",NA,NA,"","",""
"SS2023_805",156,"N",NA,NA,"","",""
"SS2023_806",-68,"N",NA,NA,"","",""
"SS2023_806",115,"N",NA,NA,"","",""
"SS2023_806",129,"N",NA,NA,"","",""
"SS2023_806",144,"N",NA,NA,"","",""
"SS2023_806",156,"N",NA,NA,"","",""
"SS2023_807",-68,"N",NA,NA,"","",""
"SS2023_807",115,"N",NA,NA,"","",""
"SS2023_807",129,"N",NA,NA,"","",""
"SS2023_807",144,"N",NA,NA,"","",""
"SS2023_807",156,"N",NA,NA,"","",""
"SS2023_808",-68,"N",NA,NA,"","",""
"SS2023_808",115,"Y","V1",NA,"","",""
"SS2023_808",129,"Y","V1",NA,"","","DYING"
"SS2023_808",144,"N",NA,NA,"","",""
"SS2023_808",156,"N",NA,NA,"","",""
"SS2023_809",-68,"N",NA,NA,"","",""
"SS2023_809",115,"N",NA,NA,"","",""
"SS2023_809",129,"N",NA,NA,"","",""
"SS2023_809",144,"N",NA,NA,"","",""
"SS2023_809",156,"N",NA,NA,"","",""
"SS2023_81",-68,"Y","V0",23,"","",""
"SS2023_81",114,"N","V0",NA,"","",""
"SS2023_81",129,"N","V0",NA,"","",""
"SS2023_81",144,"N",NA,NA,"","",""
"SS2023_81",156,"N",NA,NA,"","",""
"SS2023_810",-68,"N",NA,NA,"","",""
"SS2023_810",115,"N",NA,NA,"","",""
"SS2023_810",129,"N",NA,NA,"","",""
"SS2023_810",144,"N",NA,NA,"","",""
"SS2023_810",156,"N",NA,NA,"","",""
"SS2023_811",-68,"N",NA,NA,"","",""
"SS2023_811",115,"N",NA,NA,"","",""
"SS2023_811",129,"N",NA,NA,"","",""
"SS2023_811",144,"N",NA,NA,"","",""
"SS2023_811",156,"N",NA,NA,"","",""
"SS2023_812",-68,"N",NA,NA,"","",""
"SS2023_812",115,"Y","V1",NA,"","",""
"SS2023_812",129,"Y","V2",NA,"","",""
"SS2023_812",144,"Y","BS",NA,"","",""
"SS2023_812",156,"Y","BS",NA,"","",""
"SS2023_813",-68,"N",NA,NA,"","",""
"SS2023_813",115,"N",NA,NA,"","",""
"SS2023_813",129,"N",NA,NA,"","",""
"SS2023_813",144,"N",NA,NA,"","",""
"SS2023_813",156,"N",NA,NA,"","",""
"SS2023_814",-68,"N",NA,NA,"","",""
"SS2023_814",115,"N",NA,NA,"","",""
"SS2023_814",129,"N",NA,NA,"","",""
"SS2023_814",144,"N",NA,NA,"","",""
"SS2023_814",156,"N",NA,NA,"","",""
"SS2023_815",-68,"N",NA,NA,"","",""
"SS2023_815",115,"N",NA,NA,"","",""
"SS2023_815",129,"N",NA,NA,"","",""
"SS2023_815",144,"N",NA,NA,"","",""
"SS2023_815",156,"N",NA,NA,"","",""
"SS2023_816",-68,"N",NA,NA,"","",""
"SS2023_816",115,"Y","V1",NA,"","",""
"SS2023_816",129,"Y","V2",NA,"","",""
"SS2023_816",144,"Y","V3+",NA,"","",""
"SS2023_816",156,"Y","BS",NA,"","",""
"SS2023_817",-68,"N",NA,NA,"","",""
"SS2023_817",115,"N",NA,NA,"","",""
"SS2023_817",129,"N",NA,NA,"","",""
"SS2023_817",144,"N",NA,NA,"","",""
"SS2023_817",156,"N",NA,NA,"","",""
"SS2023_818",-68,"N",NA,NA,"","",""
"SS2023_818",115,"N",NA,NA,"","",""
"SS2023_818",129,"N",NA,NA,"","",""
"SS2023_818",144,"N",NA,NA,"","",""
"SS2023_818",156,"N",NA,NA,"","",""
"SS2023_819",-68,"N",NA,NA,"","",""
"SS2023_819",115,"N",NA,NA,"","",""
"SS2023_819",129,"N",NA,NA,"","",""
"SS2023_819",144,"N",NA,NA,"","",""
"SS2023_819",156,"N",NA,NA,"","",""
"SS2023_82",-68,"Y","V0",38,"","",""
"SS2023_82",114,"Y","V0",NA,"","",""
"SS2023_82",129,"Y","V2",NA,"","",""
"SS2023_82",144,"N",NA,NA,"","","THOUGHT WAS WEED - PULLED ACCIDENTALLY"
"SS2023_82",156,"N",NA,NA,"","",""
"SS2023_820",-68,"N",NA,NA,"","",""
"SS2023_820",115,"Y","V0",NA,"","","PULLED ACCIDENTALLY"
"SS2023_820",129,"N",NA,NA,"","",""
"SS2023_820",144,"N",NA,NA,"","",""
"SS2023_820",156,"N",NA,NA,"","",""
"SS2023_821",-68,"N",NA,NA,"","",""
"SS2023_821",115,"N",NA,NA,"","",""
"SS2023_821",129,"N",NA,NA,"","",""
"SS2023_821",144,"N",NA,NA,"","",""
"SS2023_821",156,"N",NA,NA,"","",""
"SS2023_822",-68,"N",NA,NA,"","",""
"SS2023_822",115,"N",NA,NA,"","",""
"SS2023_822",129,"N",NA,NA,"","",""
"SS2023_822",144,"N",NA,NA,"","",""
"SS2023_822",156,"N",NA,NA,"","",""
"SS2023_823",-68,"N",NA,NA,"","",""
"SS2023_823",115,"N",NA,NA,"","",""
"SS2023_823",129,"N",NA,NA,"","",""
"SS2023_823",144,"N",NA,NA,"","",""
"SS2023_823",156,"N",NA,NA,"","",""
"SS2023_824",-68,"N",NA,NA,"","",""
"SS2023_824",115,"N",NA,NA,"","",""
"SS2023_824",129,"N",NA,NA,"","",""
"SS2023_824",144,"N",NA,NA,"","",""
"SS2023_824",156,"N",NA,NA,"","",""
"SS2023_825",-68,"N",NA,NA,"","",""
"SS2023_825",115,"N",NA,NA,"","",""
"SS2023_825",129,"N",NA,NA,"","",""
"SS2023_825",144,"N",NA,NA,"","",""
"SS2023_825",156,"N",NA,NA,"","",""
"SS2023_826",-68,"N",NA,NA,"","",""
"SS2023_826",115,"N",NA,NA,"","",""
"SS2023_826",129,"N",NA,NA,"","",""
"SS2023_826",144,"N",NA,NA,"","",""
"SS2023_826",156,"N",NA,NA,"","",""
"SS2023_827",-68,"Y","V0",5,"","",""
"SS2023_827",115,"N",NA,NA,"","",""
"SS2023_827",129,"N",NA,NA,"","",""
"SS2023_827",144,"N",NA,NA,"","",""
"SS2023_827",156,"N",NA,NA,"","",""
"SS2023_828",-68,"N",NA,NA,"","",""
"SS2023_828",115,"N",NA,NA,"","",""
"SS2023_828",129,"N",NA,NA,"","",""
"SS2023_828",144,"N",NA,NA,"","",""
"SS2023_828",156,"N",NA,NA,"","",""
"SS2023_829",-68,"N",NA,NA,"","",""
"SS2023_829",115,"N",NA,NA,"","",""
"SS2023_829",129,"N",NA,NA,"","",""
"SS2023_829",144,"N",NA,NA,"","",""
"SS2023_829",156,"N",NA,NA,"","",""
"SS2023_83",-68,"N",NA,NA,"","",""
"SS2023_83",114,"N",NA,NA,"","",""
"SS2023_83",129,"N",NA,NA,"","",""
"SS2023_83",144,"N",NA,NA,"","",""
"SS2023_83",156,"N",NA,NA,"","",""
"SS2023_830",-68,"N",NA,NA,"","",""
"SS2023_830",115,"N",NA,NA,"","",""
"SS2023_830",129,"N",NA,NA,"","",""
"SS2023_830",144,"N",NA,NA,"","",""
"SS2023_830",156,"N",NA,NA,"","",""
"SS2023_831",-68,"N",NA,NA,"","",""
"SS2023_831",115,"N",NA,NA,"","",""
"SS2023_831",129,"N",NA,NA,"","",""
"SS2023_831",144,"N",NA,NA,"","",""
"SS2023_831",156,"N",NA,NA,"","",""
"SS2023_832",-68,"N",NA,NA,"","",""
"SS2023_832",115,"N",NA,NA,"","",""
"SS2023_832",129,"N",NA,NA,"","",""
"SS2023_832",144,"N",NA,NA,"","",""
"SS2023_832",156,"N",NA,NA,"","",""
"SS2023_833",-68,"N",NA,NA,"","",""
"SS2023_833",115,"Y","V1",NA,"","",""
"SS2023_833",129,"N",NA,NA,"","",""
"SS2023_833",144,"N",NA,NA,"","",""
"SS2023_833",156,"N",NA,NA,"","",""
"SS2023_834",-68,"Y","V0",6,"","",""
"SS2023_834",115,"N","V0",NA,"","",""
"SS2023_834",129,"N",NA,NA,"","",""
"SS2023_834",144,"N",NA,NA,"","",""
"SS2023_834",156,"N",NA,NA,"","",""
"SS2023_835",-68,"N",NA,NA,"","",""
"SS2023_835",115,"Y","V2",NA,"","",""
"SS2023_835",129,"Y","V2",NA,"","",""
"SS2023_835",144,"Y","BS",NA,"","",""
"SS2023_835",156,"Y","FG",NA,"","",""
"SS2023_836",-68,"N",NA,NA,"","",""
"SS2023_836",115,"N",NA,NA,"","",""
"SS2023_836",129,"N",NA,NA,"","",""
"SS2023_836",144,"N",NA,NA,"","",""
"SS2023_836",156,"N",NA,NA,"","",""
"SS2023_837",-68,"N",NA,NA,"","",""
"SS2023_837",115,"N",NA,NA,"","",""
"SS2023_837",129,"N",NA,NA,"","",""
"SS2023_837",144,"N",NA,NA,"","",""
"SS2023_837",156,"N",NA,NA,"","",""
"SS2023_838",-68,"N",NA,NA,"","",""
"SS2023_838",115,"N",NA,NA,"","",""
"SS2023_838",129,"N",NA,NA,"","",""
"SS2023_838",144,"N",NA,NA,"","",""
"SS2023_838",156,"N",NA,NA,"","",""
"SS2023_839",-68,"N",NA,NA,"","",""
"SS2023_839",115,"N",NA,NA,"","",""
"SS2023_839",129,"N",NA,NA,"","",""
"SS2023_839",144,"N",NA,NA,"","",""
"SS2023_839",156,"N",NA,NA,"","",""
"SS2023_84",-68,"Y","V1",44,"","",""
"SS2023_84",114,"N","V1",NA,"","",""
"SS2023_84",129,"N",NA,NA,"","",""
"SS2023_84",144,"N",NA,NA,"","",""
"SS2023_84",156,"N",NA,NA,"","",""
"SS2023_840",-68,"N",NA,NA,"","",""
"SS2023_840",115,"Y","V0",NA,"","",""
"SS2023_840",129,"Y","V2",NA,"","",""
"SS2023_840",144,"Y","V3+",NA,"","",""
"SS2023_840",156,"Y","V3+",NA,"","","bromus japonicus"
"SS2023_841",-68,"N",NA,NA,"","",""
"SS2023_841",115,"Y","V1",NA,"","",""
"SS2023_841",129,"Y","V1",NA,"","",""
"SS2023_841",144,"Y","V2",NA,"","",""
"SS2023_841",156,"Y","BS",NA,"","",""
"SS2023_842",-68,"N",NA,NA,"","",""
"SS2023_842",115,"N",NA,NA,"","",""
"SS2023_842",129,"N",NA,NA,"","",""
"SS2023_842",144,"N",NA,NA,"","",""
"SS2023_842",156,"N",NA,NA,"","",""
"SS2023_843",-68,"N",NA,NA,"","",""
"SS2023_843",115,"N",NA,NA,"","",""
"SS2023_843",129,"N",NA,NA,"","",""
"SS2023_843",144,"N",NA,NA,"","",""
"SS2023_843",156,"N",NA,NA,"","",""
"SS2023_844",-68,"N",NA,NA,"","",""
"SS2023_844",115,"N",NA,NA,"","",""
"SS2023_844",129,"N",NA,NA,"","",""
"SS2023_844",144,"N",NA,NA,"","",""
"SS2023_844",156,"N",NA,NA,"","",""
"SS2023_845",-68,"N",NA,NA,"","",""
"SS2023_845",115,"N",NA,NA,"","",""
"SS2023_845",129,"N",NA,NA,"","",""
"SS2023_845",144,"N",NA,NA,"","",""
"SS2023_845",156,"N",NA,NA,"","",""
"SS2023_846",-68,"N",NA,NA,"","",""
"SS2023_846",115,"N",NA,NA,"","",""
"SS2023_846",129,"N",NA,NA,"","",""
"SS2023_846",144,"N",NA,NA,"","",""
"SS2023_846",156,"N",NA,NA,"","",""
"SS2023_847",-68,"N",NA,NA,"","",""
"SS2023_847",115,"N",NA,NA,"","",""
"SS2023_847",129,"N",NA,NA,"","",""
"SS2023_847",144,"N",NA,NA,"","",""
"SS2023_847",156,"N",NA,NA,"","",""
"SS2023_848",-68,"N",NA,NA,"","",""
"SS2023_848",115,"N",NA,NA,"","",""
"SS2023_848",129,"N",NA,NA,"","",""
"SS2023_848",144,"N",NA,NA,"","",""
"SS2023_848",156,"N",NA,NA,"","",""
"SS2023_849",-68,"N",NA,NA,"","",""
"SS2023_849",115,"N",NA,NA,"","",""
"SS2023_849",129,"N",NA,NA,"","",""
"SS2023_849",144,"N",NA,NA,"","",""
"SS2023_849",156,"N",NA,NA,"","",""
"SS2023_85",-68,"Y","V1",31,"","",""
"SS2023_85",114,"N","V1",NA,"","",""
"SS2023_85",129,"N",NA,NA,"","",""
"SS2023_85",144,"N",NA,NA,"","",""
"SS2023_85",156,"N",NA,NA,"","",""
"SS2023_850",-68,"N",NA,NA,"","",""
"SS2023_850",115,"Y","V0",NA,"","",""
"SS2023_850",129,"Y","V2",NA,"","",""
"SS2023_850",144,"Y","V3+",NA,"","",""
"SS2023_850",156,"Y","BS",NA,"","",""
"SS2023_851",-68,"N",NA,NA,"","",""
"SS2023_851",115,"N",NA,NA,"","",""
"SS2023_851",129,"N",NA,NA,"","",""
"SS2023_851",144,"N",NA,NA,"","",""
"SS2023_851",156,"N",NA,NA,"","",""
"SS2023_852",-68,"N",NA,NA,"","",""
"SS2023_852",115,"N",NA,NA,"","",""
"SS2023_852",129,"N",NA,NA,"","",""
"SS2023_852",144,"N",NA,NA,"","",""
"SS2023_852",156,"N",NA,NA,"","",""
"SS2023_853",-68,"N",NA,NA,"","",""
"SS2023_853",115,"N",NA,NA,"","",""
"SS2023_853",129,"N",NA,NA,"","",""
"SS2023_853",144,"N",NA,NA,"","",""
"SS2023_853",156,"N",NA,NA,"","",""
"SS2023_854",-68,"N",NA,NA,"","",""
"SS2023_854",115,"N",NA,NA,"","",""
"SS2023_854",129,"N",NA,NA,"","",""
"SS2023_854",144,"N",NA,NA,"","",""
"SS2023_854",156,"N",NA,NA,"","",""
"SS2023_855",-68,"N",NA,NA,"","",""
"SS2023_855",115,"N",NA,NA,"","",""
"SS2023_855",129,"N",NA,NA,"","",""
"SS2023_855",144,"N",NA,NA,"","",""
"SS2023_855",156,"N",NA,NA,"","",""
"SS2023_856",-68,"N",NA,NA,"","",""
"SS2023_856",115,"N",NA,NA,"","",""
"SS2023_856",129,"N",NA,NA,"","",""
"SS2023_856",144,"N",NA,NA,"","",""
"SS2023_856",156,"N",NA,NA,"","",""
"SS2023_857",-68,"N",NA,NA,"","",""
"SS2023_857",115,"N",NA,NA,"","",""
"SS2023_857",129,"N",NA,NA,"","",""
"SS2023_857",144,"N",NA,NA,"","",""
"SS2023_857",156,"N",NA,NA,"","",""
"SS2023_858",-68,"N",NA,NA,"","",""
"SS2023_858",115,"N",NA,NA,"","",""
"SS2023_858",129,"N",NA,NA,"","",""
"SS2023_858",144,"N",NA,NA,"","",""
"SS2023_858",156,"N",NA,NA,"","",""
"SS2023_859",-68,"N",NA,NA,"","",""
"SS2023_859",115,"Y","V0",NA,"","",""
"SS2023_859",129,"Y","V2",NA,"","",""
"SS2023_859",144,"Y","V3+",NA,"","",""
"SS2023_859",156,"Y","FG",NA,"","",""
"SS2023_86",-68,"Y","V1",37,"","",""
"SS2023_86",114,"N","V0",NA,"","",""
"SS2023_86",129,"N",NA,NA,"","",""
