SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (cm),Notes,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.2,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.2,litter,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.4,Bouteloua gracilis,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.4,Poa secunda,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.4,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.4,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.4,lichen,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.6,Bouteloua gracilis,65,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.6,litter,25,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.8,Bouteloua gracilis,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.8,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.8,Poa secunda,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.8,lichen,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.8,litter,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,2.8,bare,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3,Bouteloua gracilis,80,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3,bare,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3,Vulpia octoflora,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.2,Bouteloua gracilis,80,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.2,bare,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.2,lichen,7,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.2,Pascopyrum smithii,3,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.2,Poa secunda,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.4,Bouteloua gracilis,25,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.4,lichen,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.4,bare,55,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.6,Bouteloua gracilis,75,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.6,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.6,Poa secunda,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.6,lichen,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.6,Logfia arvensis,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.6,bare,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.8,Bouteloua gracilis,70,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.8,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.8,bare,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.8,lichen,3,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,3.8,litter,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4,Pascopyrum smithii,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4,Bouteloua gracilis,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4,Poa secunda,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4,litter,25,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4,lichen,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.2,Bouteloua gracilis,25,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.2,Pascopyrum smithii,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.2,litter,45,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.2,lichen,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.4,Bouteloua gracilis,60,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.4,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.4,litter,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.4,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.4,bare,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.6,bare,35,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.6,Pascopyrum smithii,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.6,Bouteloua gracilis,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.6,litter,35,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.8,Pascopyrum smithii,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.8,litter,60,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.8,Bouteloua gracilis,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,4.8,lichen,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5,Bouteloua gracilis,75,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.2,Bouteloua gracilis,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.2,Pascopyrum smithii,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.2,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.2,litter,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.2,lichen,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.4,Bouteloua gracilis,60,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.4,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.4,litter,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.4,Vulpia octoflora,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.4,Poa secunda,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.6,bare,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.6,Bouteloua gracilis,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.6,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.6,litter,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.6,lichen,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.8,Bouteloua gracilis,35,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.8,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.8,litter,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,5.8,bare,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6,Bouteloua gracilis,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6,litter,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6,bare,70,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6,lichen,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.2,Bouteloua gracilis,70,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.2,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.2,lichen,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.2,Plantago patagonica,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.2,litter,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.4,Opuntia polyacantha,55,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.4,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.4,Poa secunda,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.4,litter,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.4,bare,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.4,Mirabilis linearis,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.6,litter,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.6,Opuntia polyacantha,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.6,Poa secunda,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.6,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.6,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.8,litter,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.8,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.8,Opuntia polyacantha,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.8,bare,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.8,Carex duriuscula,4,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,6.8,lichen,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7,litter,75,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7,Carex duriuscula,3,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7,Pascopyrum smithii,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7,Poa secunda,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.2,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.2,Carex duriuscula,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.2,Opuntia polyacantha,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.2,litter,55,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.2,bare,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.4,litter,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.4,Opuntia polyacantha,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.4,Poa secunda,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.4,Carex duriuscula,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.4,Bouteloua gracilis,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.4,bare,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.6,Poa secunda,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.6,Opuntia polyacantha,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.6,litter,35,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.6,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.8,Poa secunda,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.8,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.8,Opuntia polyacantha,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,7.8,litter,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8,Poa secunda,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8,Opuntia polyacantha,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8,litter,45,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.2,Opuntia polyacantha,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.2,litter,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.2,Carex duriuscula,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.2,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.4,Bouteloua gracilis,25,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.4,bare,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.4,Pascopyrum smithii,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.4,Hedeoma hispida,3,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.4,litter,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.4,lichen,3,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.6,Bouteloua gracilis,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.6,bare,60,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.6,litter,7,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.6,Poa secunda,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.8,Poa secunda,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.8,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.8,litter,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.8,bare,75,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,8.8,lichen,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9,Poa secunda,60,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9,litter,25,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9,bare,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9,Bouteloua gracilis,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.2,Bouteloua gracilis,90,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.2,bare,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.4,Poa secunda,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.4,Pascopyrum smithii,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.4,Bouteloua gracilis,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.4,lichen,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.4,litter,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.4,bare,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.6,Bouteloua gracilis,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.6,bare,75,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.6,lichen,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.6,Hedeoma hispida,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.6,Draba reptans,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.8,Bouteloua gracilis,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.8,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.8,bare,55,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.8,Poa secunda,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,9.8,unknown seedling forb,0.25,,"recorded as ""trace"", originally recorded as unknown seedling forb. No photos were taken, cannot ID.",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,S,Control,10,N/A,-1,,no data,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.2,Poa secunda,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.2,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.2,lichen,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.2,litter,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.2,bare,45,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.4,Pascopyrum smithii,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.4,litter,45,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.4,bare,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.4,Vulpia octoflora,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.4,Poa secunda,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.4,dung,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.6,Pascopyrum smithii,35,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.6,litter,35,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.6,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.6,bare,25,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.8,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.8,Bouteloua gracilis,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.8,dung,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.8,rock,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.8,litter,65,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.8,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.8,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,2.8,Poa secunda,1,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3,Pascopyrum smithii,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3,litter,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3,bare,55,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3,lichen,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.2,Pascopyrum smithii,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.2,litter,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.2,bare,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.2,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.4,bare,65,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.4,litter,35,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.6,Pascopyrum smithii,25,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.6,Bouteloua gracilis,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.6,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.6,litter,45,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.6,bare,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.8,Pascopyrum smithii,20,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.8,litter,65,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.8,bare,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,3.8,Bouteloua gracilis,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4,litter,85,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4,Bouteloua gracilis,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4,bare,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.2,Pascopyrum smithii,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.2,litter,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.2,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.2,bare,70,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.4,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.4,litter,75,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.4,bare,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.4,lichen,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.6,litter,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.6,bare,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.6,lichen,10,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.6,Pascopyrum smithii,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.8,Pascopyrum smithii,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.8,litter,35,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.8,bare,30,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.8,lichen,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,4.8,Bouteloua gracilis,0.25,,"recorded as ""trace""",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5,litter,85,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5,lichen,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5,bare,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.2,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.2,litter,75,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.2,lichen,15,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.2,bare,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.4,litter,60,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.4,bare,35,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.4,lichen,3,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.4,Pascopyrum smithii,2,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.6,litter,40,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.6,bare,50,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.6,lichen,4,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.6,Pascopyrum smithii,5,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.8,Pascopyrum smithii,25,,only adds up to 90,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.8,litter,30,,only adds up to 90,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.8,bare,30,,only adds up to 90,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,5.8,lichen,5,,only adds up to 90,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6,litter,85,,only adds up to 97.5,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6,Pascopyrum smithii,10,,only adds up to 97.5,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6,lichen,2,,only adds up to 97.5,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6,dung,0.25,,"recorded as ""trace"", only adds up to 97.5",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6,Bouteloua gracilis,0.25,,"recorded as ""trace"", only adds up to 97.5",,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.2,litter,75,,,,,,,,,,,,,,,,,,,,
TB PRAIRIE DOG,W,Removal,6.2,Pascopyrum smithii,20,,,,,,,,,,,,,,,,,,,,
