SiteCode,Date,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.0,Biocrust - Late,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.0,Pseudoroegneria spicata,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.2,Bare,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.2,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.2,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.2,Biocrust - Late,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.4,Litter,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.4,Biocrust - Late,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.4,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.4,Antennaria species,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.6,Bare,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.6,Litter,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.6,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.6,Biocrust - Late,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.6,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.8,Bare,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.8,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.8,Rock,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.8,Biocrust - Late,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,3.8,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.0,Bare,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.0,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.0,Rock,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.0,Biocrust - Late,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.0,Plantago patagonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.0,Poa bulbosa,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.2,Bare,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.2,Litter,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.2,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.2,Biocrust - Late,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.2,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.4,Litter,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.4,Biocrust - Late,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.4,Pseudoroegneria spicata,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.6,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.6,Litter,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.6,Biocrust - Late,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.8,Litter,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.8,Biocrust - Late,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,4.8,Poa bulbosa,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.0,Bare,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.0,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.0,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.0,Biocrust - Late,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.0,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.0,Poa bulbosa,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.2,Bare,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.2,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.2,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.2,Biocrust - Late,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.2,Poa bulbosa,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.4,Bare,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.4,Litter,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.4,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.4,Biocrust - Late,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.4,Draba verna,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.4,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.6,Bare,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.6,Litter,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.6,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.6,Biocrust - Late,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.6,Draba verna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.6,Poa bulbosa,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.8,Bare,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.8,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.8,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.8,Biocrust - Late,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.8,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.8,Pseudoroegneria spicata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,5.8,Poa bulbosa,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.0,Bare,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.0,Litter,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.0,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.0,Biocrust - Late,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.0,Poa secunda,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.0,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.2,Bare,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.2,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.2,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.2,Biocrust - Late,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.2,Poa bulbosa,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.4,Bare,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.4,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.4,Biocrust - Late,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.4,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.4,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.4,Heterotheca villosa,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.6,Bare,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.6,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.6,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.6,Biocrust - Late,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.6,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.6,Festuca idahoensis,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.6,Draba verna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.6,Poa bulbosa,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.6,Heterotheca villosa,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.8,Bare,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.8,Litter,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.8,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.8,Pseudoroegneria spicata,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,6.8,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.0,Bare,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.0,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.0,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.0,Biocrust - Late,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.0,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.0,Draba verna,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.0,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.2,Bare,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.2,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.2,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.2,Biocrust - Late,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.2,Poa bulbosa,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.2,Heterotheca villosa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.4,Bare,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.4,Litter,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.4,Rock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.4,Biocrust - Late,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.4,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.6,Bare,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.6,Litter,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.6,Biocrust - Late,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.6,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.8,Bare,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.8,Litter,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.8,Biocrust - Late,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,7.8,Pseudoroegneria spicata,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.0,Bare,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.0,Litter,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.0,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.0,Biocrust - Early,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.0,Biocrust - Late,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.0,Draba verna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.0,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.2,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.2,Poa bulbosa,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.4,Bare,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.4,Litter,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.4,Biocrust - Late,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.4,Achillea millefolium,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.6,Bare,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.6,Litter,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.6,Biocrust - Late,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.6,Vulpia octoflora,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.6,Poa bulbosa,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.8,Bare,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.8,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.8,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.8,Biocrust - Early,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.8,Biocrust - Late,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.8,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.8,Draba verna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,8.8,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.0,Bare,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.0,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.0,Biocrust - Late,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.0,Plantago patagonica,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.0,Draba verna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.0,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.2,Bare,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.2,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.2,Rock,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.2,Biocrust - Late,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.2,Plantago patagonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.2,Poa bulbosa,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.4,Bare,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.4,Litter,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.4,Rock,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.4,Biocrust - Late,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.4,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.4,Poa bulbosa,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.6,Bare,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.6,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.6,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.6,Biocrust - Late,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.6,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.6,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.6,Poa bulbosa,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.8,Bare,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,9.8,Litter,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,10.0,Pseudoroegneria spicata,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,E,control,10.0,Litter,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.2,Bare,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.2,Litter,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.2,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.2,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.2,Plantago patagonica,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.2,Vulpia octoflora,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.4,Bare,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.4,Litter,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.4,Rock,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.4,Biocrust - Late,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.4,Plantago patagonica,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.4,Vulpia octoflora,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.6,Bare,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.6,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.6,Rock,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.6,Biocrust - Late,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.6,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.6,Vulpia octoflora,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.8,Bare,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.8,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.8,Rock,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.8,Biocrust - Late,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.8,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.8,Plantago patagonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.8,Draba verna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,2.8,Vulpia octoflora,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.0,Bare,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.0,Litter,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.0,Rock,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.0,Vulpia octoflora,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.2,Bare,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.2,Litter,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.2,Biocrust - Late,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.2,Vulpia octoflora,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.2,Poa bulbosa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.4,Bare,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.4,Litter,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.4,Biocrust - Late,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.4,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.4,Tragopogon dubius,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.6,Bare,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.6,Litter,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.6,Rock,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.6,Biocrust - Late,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.6,Bromus tectorum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.6,Plantago patagonica,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.6,Draba verna,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.6,Gaillardia aristata,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.6,Vulpia octoflora,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.8,Bare,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPG_TH,6/24/2021,W,removal,3.8,Litter,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
