SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y or No),BRTE neighbors ,Emergence census 2 date,Emerged (Y or No),Final census date,Seeds (Y or No),Seeds produced,Total plant dry mass (g),Litter depth,Notes (Herbivore damage? Disease?),
CastValley,N,control,0.6,7/29/2020,11/19/2020,N,7,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,N,control,0.8,7/29/2020,11/19/2020,Y,1,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,1.0,7/29/2020,11/19/2020,Y,6,2/22/2021,Y,5/11/2021,Y,4,0.0131,,,
CastValley,N,control,1.2,7/29/2020,11/19/2020,N,10,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,N,control,1.4,7/29/2020,11/19/2020,Y,9,2/22/2021,Dead,5/11/2021,Y,1,0,,,
CastValley,N,control,1.6,7/29/2020,11/19/2020,Y,4,2/22/2021,Y,5/11/2021,Y,4,0.009,,,
CastValley,N,control,1.8,7/29/2020,11/19/2020,N,4,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,N,control,2.0,7/29/2020,11/19/2020,Y,16,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,2.2,7/29/2020,11/19/2020,Y,4,2/22/2021,Y,5/11/2021,N,0,0.0263,,,
CastValley,N,control,2.4,7/29/2020,11/19/2020,Y,6,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,2.6,7/29/2020,11/19/2020,Y,14,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,2.8,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,3.0,7/29/2020,11/19/2020,Y,8,2/22/2021,Y,5/11/2021,N,0,0,,,
CastValley,N,control,3.2,7/29/2020,11/19/2020,Y,7,2/22/2021,Y,5/11/2021,Y,3,0.0105,,,
CastValley,N,control,3.4,7/29/2020,11/19/2020,Y,4,2/22/2021,Y,5/11/2021,Y,9,0.0269,,,
CastValley,N,control,3.6,7/29/2020,11/19/2020,Y,1,2/22/2021,Y,5/11/2021,N,0,0.0027,,,
CastValley,N,control,3.8,7/29/2020,11/19/2020,Y,2,2/22/2021,Y,5/11/2021,Y,2,0.0045,,,
CastValley,N,control,4.0,7/29/2020,11/19/2020,Y,18,2/22/2021,Y,5/11/2021,N,0,0,,,
CastValley,N,control,4.2,7/29/2020,11/19/2020,Y,7,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,4.4,7/29/2020,11/19/2020,Y,4,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,4.6,7/29/2020,11/19/2020,Y,9,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,4.8,7/29/2020,11/19/2020,Y,15,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,5.0,7/29/2020,11/19/2020,Y,5,2/22/2021,Y,5/11/2021,Y,4,0.0188,,,
CastValley,N,control,5.2,7/29/2020,11/19/2020,Y,1,2/22/2021,Y,5/11/2021,N,0,0.0037,,,
CastValley,N,control,5.4,7/29/2020,11/19/2020,Y,0,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,5.6,7/29/2020,11/19/2020,Y,5,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,5.8,7/29/2020,11/19/2020,N,1,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,N,control,6.0,7/29/2020,11/19/2020,N,6,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,N,control,6.2,7/29/2020,11/19/2020,N,2,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,N,control,6.4,7/29/2020,11/19/2020,Y,1,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,6.6,7/29/2020,11/19/2020,Y,1,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,6.8,7/29/2020,11/19/2020,Y,11,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,7.0,7/29/2020,11/19/2020,Y,20,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,7.2,7/29/2020,11/19/2020,Y,12,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,7.4,7/29/2020,11/19/2020,Y,9,2/22/2021,Y,5/11/2021,Y,8,0.0602,,,
CastValley,N,control,7.6,7/29/2020,11/19/2020,Y,8,2/22/2021,Y,5/11/2021,Y,6,0.0205,,,
CastValley,N,control,7.8,7/29/2020,11/19/2020,Y,13,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,8.0,7/29/2020,11/19/2020,Y,2,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,N,control,8.2,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,8.4,7/29/2020,11/19/2020,Y,4,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,8.6,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,8.8,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,9.0,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,N,control,9.2,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,9.4,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,Y,11,0.0955,,,
CastValley,N,control,9.6,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,N,control,9.8,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,N,control,10.0,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,4.0,7/29/2020,11/19/2020,Y,11,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,W,removal,4.2,7/29/2020,11/19/2020,Y,1,2/22/2021,Y,5/11/2021,Y,4,0.0057,,,
CastValley,W,removal,4.4,7/29/2020,11/19/2020,N,16,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,4.6,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,W,removal,4.8,7/29/2020,11/19/2020,N,1,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,5.0,7/29/2020,11/19/2020,Y,3,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,W,removal,5.2,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,5.4,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,5.6,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,5.8,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,W,removal,6.0,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,6.2,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,W,removal,6.4,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,6.6,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,W,removal,6.8,7/29/2020,11/19/2020,N,3,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,7.0,7/29/2020,11/19/2020,Y,5,2/22/2021,Y,5/11/2021,N,0,0.00,,,
CastValley,W,removal,7.2,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,7.4,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,7.6,7/29/2020,11/19/2020,Y,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,7.8,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,8.0,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,W,removal,8.2,7/29/2020,11/19/2020,N,8,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,8.4,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,8.6,7/29/2020,11/19/2020,N,5,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,8.8,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,W,removal,9.0,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,S,removal,2.0,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,2.2,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,2.4,7/29/2020,11/19/2020,Y,2,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,S,removal,2.6,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,2.8,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,3.0,7/29/2020,11/19/2020,N,1,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,3.2,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,3.4,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,S,removal,3.6,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,S,removal,3.8,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,4.0,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,4.2,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,S,removal,4.4,7/29/2020,11/19/2020,N,0,2/22/2021,Y,5/11/2021,Y,1,0.002,,,
CastValley,S,removal,4.6,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,4.8,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,5.0,7/29/2020,11/19/2020,Y,0,2/22/2021,Y,5/11/2021,N,0,0.0113,,,
CastValley,S,removal,5.2,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,5.4,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,5.6,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,5.8,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,6.0,7/29/2020,11/19/2020,N,3,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,6.2,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,6.4,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,6.6,7/29/2020,11/19/2020,N,0,2/22/2021,N,5/11/2021,N,0,0.00,,,
CastValley,S,removal,6.8,7/29/2020,11/19/2020,Y,0,2/22/2021,Dead,5/11/2021,N,0,0.00,,,
CastValley,S,removal,7.0,7/29/2020,11/19/2020,N,1,2/22/2021,N,5/11/2021,N,0,0.00,,,
MPG_IR,E,removal,2.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,2.4,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,2.6,9/1/2020,4/15/2021,N,2,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,2.8,9/1/2020,4/15/2021,Y,2,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,3.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,4,0.0184,,,
MPG_IR,E,removal,3.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,3.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,12,0.0500,,,
MPG_IR,E,removal,3.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,9,0.0338,,,
MPG_IR,E,removal,3.8,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,Y,16,0.0377,,,
MPG_IR,E,removal,4.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,4.2,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,6,0.0140,,,
MPG_IR,E,removal,4.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,8,0.0408,,,
MPG_IR,E,removal,4.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,4.8,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,18,0.0744,,,
MPG_IR,E,removal,5.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,2,0.0057,,,
MPG_IR,E,removal,5.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,5.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,4,0.0188,,,
MPG_IR,E,removal,5.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,5.8,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,6.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,6,0.0173,,,
MPG_IR,E,removal,6.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,6.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,2,0.0095,,,
MPG_IR,E,removal,6.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,8,0.0401,,,
MPG_IR,E,removal,6.8,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,E,removal,7.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,19,0.0860,,,
MPG_IR,N,removal,2.2,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,2.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,2.6,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,2.8,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,3.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,9,0.0585,,,
MPG_IR,N,removal,3.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,3.4,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,3.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,3.8,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,4.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,23,0.0864,,SMUT,
MPG_IR,N,removal,4.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,Y,8,0.0427,,,
MPG_IR,N,removal,4.4,9/1/2020,4/15/2021,Y,2,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,4.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,8,0.0318,,,
MPG_IR,N,removal,4.8,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,0,0.0234,,Dead,
MPG_IR,N,removal,5.0,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,5.2,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,5.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,5.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,37,0.1743,,,
MPG_IR,N,removal,5.8,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,56,0.2833,,,
MPG_IR,N,removal,6.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,6,0.0233,,,
MPG_IR,N,removal,6.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,6.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,12,0.0478,,,
MPG_IR,N,removal,6.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,19,0.0884,,,
MPG_IR,N,removal,6.8,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,N,removal,7.0,9/1/2020,4/15/2021,Y,2,NA,NA,6/25/2021,Y,66,0.3498,,,
MPG_IR,S,control,0.2,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,0.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,6,0.0265,,,
MPG_IR,S,control,0.6,9/1/2020,4/15/2021,Y,2,NA,NA,6/25/2021,Y,6,0.0303,,,
MPG_IR,S,control,0.8,9/1/2020,4/15/2021,Y,3,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,1.0,9/1/2020,4/15/2021,Y,2,NA,NA,6/25/2021,Y,1,0.0085,,,
MPG_IR,S,control,1.2,9/1/2020,4/15/2021,Y,4,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,1.4,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,1.6,9/1/2020,4/15/2021,N,2,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,1.8,9/1/2020,4/15/2021,N,2,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,2.0,9/1/2020,4/15/2021,Y,3,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,2.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,2.4,9/1/2020,4/15/2021,Y,2,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,2.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,2.8,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,3.0,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,3.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,3.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,3.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,0,0.0048,,,
MPG_IR,S,control,3.8,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,4.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,2,0.0117,,,
MPG_IR,S,control,4.2,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,4,0.0272,,,
MPG_IR,S,control,4.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,4,0.0212,,,
MPG_IR,S,control,4.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,3,0.0104,,,
MPG_IR,S,control,4.8,9/1/2020,4/15/2021,Y,2,NA,NA,6/25/2021,Y,4,0.0157,,,
MPG_IR,S,control,5.0,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,Y,6,0.0098,,SMUT,
MPG_IR,S,control,5.2,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,Y,4,0.0135,,,
MPG_IR,S,control,5.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,4,0.0089,,,
MPG_IR,S,control,5.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,4,0.0066,,SMUT,
MPG_IR,S,control,5.8,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,6.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,2,0.0036,,,
MPG_IR,S,control,6.2,9/1/2020,4/15/2021,Y,2,NA,NA,6/25/2021,Y,1,0.0055,,,
MPG_IR,S,control,6.4,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,6.6,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,0,0.0018,,,
MPG_IR,S,control,6.8,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,7.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,2,0.0100,,,
MPG_IR,S,control,7.2,9/1/2020,4/15/2021,N,2,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,7.4,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,Y,2,0.0088,,,
MPG_IR,S,control,7.6,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,7.8,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,5,0.0199,,,
MPG_IR,S,control,8.0,9/1/2020,4/15/2021,Y,2,NA,NA,6/25/2021,Y,2,0.0191,,,
MPG_IR,S,control,8.2,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,1,0.0068,,,
MPG_IR,S,control,8.4,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,8.6,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,Y,5,0.0162,,,
MPG_IR,S,control,8.8,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,2,0.0112,,,
MPG_IR,S,control,9.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,3,0.0148,,,
MPG_IR,S,control,9.2,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,9.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,2,0.0071,,,
MPG_IR,S,control,9.6,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,N,0,0.0088,,,
MPG_IR,S,control,9.8,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,S,control,10.0,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,0.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,0.4,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,0.6,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,0.8,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,1.0,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,1.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,1.4,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,1.6,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,1.8,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,6,0.0219,,,
MPG_IR,W,control,2.0,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,2.2,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,N,0,0.0204,,Dead,
MPG_IR,W,control,2.4,9/1/2020,4/15/2021,Y,1,NA,NA,6/25/2021,Y,18,0.0360,,SMUT,
MPG_IR,W,control,2.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,2.8,9/1/2020,4/15/2021,Y,3,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,3.0,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,3.2,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,3.4,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,3.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,3.8,9/1/2020,4/15/2021,Y,6,NA,NA,6/25/2021,Y,11,0.0427,,,
MPG_IR,W,control,4.0,9/1/2020,4/15/2021,Y,4,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,4.2,9/1/2020,4/15/2021,Y,3,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,4.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,6,0.0187,,,
MPG_IR,W,control,4.6,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,4,0.0267,,,
MPG_IR,W,control,4.8,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,5,0.0223,,,
MPG_IR,W,control,5.0,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,0,0.0042,,,
MPG_IR,W,control,5.2,9/1/2020,4/15/2021,Y,6,NA,NA,6/25/2021,Y,6,0.0299,,,
MPG_IR,W,control,5.4,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,5.6,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,5.8,9/1/2020,4/15/2021,Y,3,NA,NA,6/25/2021,Y,5,0.0227,,,
MPG_IR,W,control,6.0,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
MPG_IR,W,control,6.2,9/1/2020,4/15/2021,Y,0,NA,NA,6/25/2021,Y,8,0.0358,,,
MPG_IR,W,control,6.4,9/1/2020,4/15/2021,N,0,NA,NA,6/25/2021,N,,,,No Plant,
